time.decay.1	time.decay.2	time.decay.3	time.decay.4	time.decay.5	time.decay.6	
9.742954624574875311e+01 8.505088571706357925e+01 8.263912993464668943e+01 1.006750669262703184e+02 9.471196078271756846e+01 1.075991787207033354e+02
9.468138221681338962e+01 8.495123925158021905e+01 9.581094399463550815e+01 9.044108334413080286e+01 9.476454301219345666e+01 9.169603767527112836e+01
9.173700175400901458e+01 9.766266898845289290e+01 1.051103637011297565e+02 9.716537140225881330e+01 9.234563388297436859e+01 8.749232970910779272e+01
9.227853861650964973e+01 9.928701033568378875e+01 9.982799924868204755e+01 8.701087916979636816e+01 1.148089508200526723e+02 1.009127499206035310e+02
1.125032541081722997e+02 9.853518434515916624e+01 9.368171578233216223e+01 9.758823991082529403e+01 9.632607926971351731e+01 1.190351822833069235e+02
1.009468060456959222e+02 1.017992035288685742e+02 9.324864447428542746e+01 1.005186969908006489e+02 8.615760221105398386e+01 8.819530936986265601e+01
1.065079644208853153e+02 1.029007968765727981e+02 9.403387382435397512e+01 1.044467145932003405e+02 1.011505509868105435e+02 9.728094980421133187e+01
1.009452341561720772e+02 1.011678814002633260e+02 9.994128337429613396e+01 9.848500374968089943e+01 1.077062921637251236e+02 9.172226229752766358e+01
9.563440302895858736e+01 8.565217717197445779e+01 8.882226705729331684e+01 1.009659639505321138e+02 9.983038093796201906e+01 9.925017524429932791e+01
1.075213978103916759e+02 8.573776037624178059e+01 1.017970249013978759e+02 9.150835027058782600e+01 1.058244650549575567e+02 9.605770741774185240e+01
8.743043957035635572e+01 9.133003317428476464e+01 9.612344893081291275e+01 1.073723139530401909e+02 9.664729115419083882e+01 9.540539083667013642e+01
1.137565585225509039e+02 9.290562138905033862e+01 1.158519068774037066e+02 1.197846245634423070e+02 1.030599508337625139e+02 9.854867187715875332e+01
1.139272707867566226e+02 9.751177778421678966e+01 1.122359476747437554e+02 9.818434483058577200e+01 9.079673616057587537e+01 9.266264133461993424e+01
8.803934135652831117e+01 1.012472294544583065e+02 9.526381418528811196e+01 8.462142085028564509e+01 9.325821709392022285e+01 8.798791058019088496e+01
8.894411435662485133e+01 9.762759101228871828e+01 9.362382365448328869e+01 1.116419951179905183e+02 1.089176868663625868e+02 9.896833024201507101e+01
8.410373575789292033e+01 9.924006648869948322e+01 9.691672362236114679e+01 1.031966518130424788e+02 9.418000164541874142e+01 9.809496670149353292e+01
9.508817586639651154e+01 9.245702320386672568e+01 1.051132566822966226e+02 1.037081397515180470e+02 9.003665947052819263e+01 9.335526463633983951e+01
8.953404113943325626e+01 1.048062790698753446e+02 1.114095023823589230e+02 1.158721205867713024e+02 9.770902621133443233e+01 8.984282198825086141e+01
9.047416065065050361e+01 1.012796086023984543e+02 9.251424450922415588e+01 1.113343675223855058e+02 9.010587794774467341e+01 9.039750133721065595e+01
1.101120220618038132e+02 1.144145142146573306e+02 1.087661213918468093e+02 9.884208387786557637e+01 9.789816896841794858e+01 9.200431389217010292e+01
9.285648415523965582e+01 1.115062755095258495e+02 1.056692957001273214e+02 8.914521819994010343e+01 9.711919126281628678e+01 1.118671764428529087e+02
1.003012490025117529e+02 8.411118575748974990e+01 8.025769127394298152e+01 8.620783035787380300e+01 1.265046775429924821e+02 9.025024048768034390e+01
9.994468896525526702e+01 8.470020293478020790e+01 9.958935584744318703e+01 1.103511985709234580e+02 7.632012647565147745e+01 9.313925452746310896e+01
1.015614542543221006e+02 8.530138738101233287e+01 1.045212600056133141e+02 1.075312094613905742e+02 8.370240475706319216e+01 9.289122321613285749e+01
9.582736135364919505e+01 8.635010704656203018e+01 1.001576682637245028e+02 1.018714639192348415e+02 9.294563768219521194e+01 8.882620427114775907e+01
9.299548625566959004e+01 9.025461334542666236e+01 1.023444541647616717e+02 1.043356843106545426e+02 9.725055075256400983e+01 9.775095554917723462e+01
8.720650122944067562e+01 1.006796104142475059e+02 9.010082948291149307e+01 1.049072434359388382e+02 9.296923160774360895e+01 1.128378695641487184e+02
9.112426378303273111e+01 9.854177386742895806e+01 1.170010754123049708e+02 1.006901205301446822e+02 9.341773544206616009e+01 1.068520595720886206e+02
1.088318110135384131e+02 9.565058287843359608e+01 1.192129617046228987e+02 9.392349681727037591e+01 9.138402165603058336e+01 9.464882533340455950e+01
1.128122692665059077e+02 1.029686241332196630e+02 1.056873361306293191e+02 8.276155568810999341e+01 1.034290933498339484e+02 1.124615887699719394e+02
1.074356669620434985e+02 8.959023933113151372e+01 9.898042421879088693e+01 8.633905742091771174e+01 1.076884257601432466e+02 1.048256703928936275e+02
1.023712581216552451e+02 1.074611310583887303e+02 1.014920198099137423e+02 1.076491433001319820e+02 1.018832874886826545e+02 9.501362882992425796e+01
1.033152141134501392e+02 1.040172755790843269e+02 8.565260530832317443e+01 9.961441194581010450e+01 9.683502094888754641e+01 1.008927080646157464e+02
1.169412571962697598e+02 9.927680189951149714e+01 9.536670266162407472e+01 8.882775422866934889e+01 1.058945936837657200e+02 8.848167345211741974e+01
1.205727703457991424e+02 9.949292871174293396e+01 9.621087338724926497e+01 8.723237611648502821e+01 8.703397455465056964e+01 1.004353520820360188e+02
8.720279402373481048e+01 9.322240980418041545e+01 9.740137978521687501e+01 8.515096906249529241e+01 9.370495943516824866e+01 1.057886541759754948e+02
9.187508312184041870e+01 9.523589486748967659e+01 9.565512224959040566e+01 8.479816331060834500e+01 1.125562900776107114e+02 1.022294353162382237e+02
9.229176538897122839e+01 9.664420369024180957e+01 8.668452215658822979e+01 1.051683210744702421e+02 1.040689233779366276e+02 1.006859021438653627e+02
1.081110098817377718e+02 8.570542420935677796e+01 1.058763062930642604e+02 1.025543924672991380e+02 1.000302576699506005e+02 9.413702306243791895e+01
9.453421388470565034e+01 1.136708951250912492e+02 8.841686838165057338e+01 9.214392583838197481e+01 1.068491678968336203e+02 8.620840721208416824e+01
1.015555151993230965e+02 1.131913816824263250e+02 8.808763448672463880e+01 9.622348158498738258e+01 9.820071136434206949e+01 8.290926346482588372e+01
9.759921047404979788e+01 8.812280184784665948e+01 8.919220712460082723e+01 9.965749426075034023e+01 1.009416609425827289e+02 8.669057180377340899e+01
9.670305741993088589e+01 8.827228815315055499e+01 1.132507267232177099e+02 1.066502666322062112e+02 9.708830707860127518e+01 9.687531126830377559e+01
1.024544346262711514e+02 1.039818119120419482e+02 9.783076399879557528e+01 9.590991336860093952e+01 9.786326115635014844e+01 1.021530951459950245e+02
9.856519730081710406e+01 9.411566520468265651e+01 1.177927261905999359e+02 1.024049828064477907e+02 1.070898574836101318e+02 1.005559663826766155e+02
9.790845329884287196e+01 9.728545963175878342e+01 1.334200214791981978e+02 1.156319187704870330e+02 1.064547743168159002e+02 9.578445215853110994e+01
1.125468365551040506e+02 1.123206851572551557e+02 1.187170143765373069e+02 1.103511411534083919e+02 1.019289825959296536e+02 9.653345381026446148e+01
1.045391561110785403e+02 9.793534099479703059e+01 8.378978139465161235e+01 1.071366327035505321e+02 9.379646663666565587e+01 9.371746134723139221e+01
1.084446553325718980e+02 9.745879700686911917e+01 8.178865006478203270e+01 1.091165519752095463e+02 1.086432495928702053e+02 8.932418445611718028e+01
1.055816573121638697e+02 1.010833692147565728e+02 1.212307056168025667e+02 9.374025471801373044e+01 1.053835238667102630e+02 1.127486880889631919e+02
9.952880414696895173e+01 1.041651501026830999e+02 1.277027519468390722e+02 1.026093377420494335e+02 1.039468120108149662e+02 1.126903101081557281e+02
9.288819799637872165e+01 1.121578574472785874e+02 1.129986819387570307e+02 1.043466569238401433e+02 1.090202861314928100e+02 1.107477541715049512e+02
1.133183680803851132e+02 8.645347179390401493e+01 1.027837786407665988e+02 1.011048760135908395e+02 1.154111139923861913e+02 9.058501161196754481e+01
8.873078744613978586e+01 1.091986329490128469e+02 1.038211090983840279e+02 1.103917405960756071e+02 1.166923402966379655e+02 8.560242489794342191e+01
8.719109173201556473e+01 1.096730243330692787e+02 1.061414411220960972e+02 9.917568489454984615e+01 8.411690198442505562e+01 8.375092932545763347e+01
8.977148054044727132e+01 1.107596365764857325e+02 1.001802967091654892e+02 8.756569998275672617e+01 1.151222913880462784e+02 8.405972693387867878e+01
1.214718495065003339e+02 8.553148331605532917e+01 9.763828173920082065e+01 8.485747310589539438e+01 9.624869951521188227e+01 8.719723188737994235e+01
1.055502275790750986e+02 9.497091764505591982e+01 9.944798532085751219e+01 1.002231809224502257e+02 8.899200575809086899e+01 1.006100192373111639e+02
1.138786204009875433e+02 1.024972100549545360e+02 1.074467982172594134e+02 8.903211581455619239e+01 1.044494207876364271e+02 1.031966097722511080e+02
1.005441944775373457e+02 8.681093577393220073e+01 9.797978104917120845e+01 9.205730904476247645e+01 8.798614230080100640e+01 1.022376019409356900e+02
9.748607099594195802e+01 1.062337689572494526e+02 1.100953840459218469e+02 1.080954044145454986e+02 1.046411570553590735e+02 1.015241614847170695e+02
1.004705997633447936e+02 9.883000792916243427e+01 1.071098287462957046e+02 9.362649119895701233e+01 1.122197026498188848e+02 1.022417416948090789e+02
9.176932948100572673e+01 9.947331165030414013e+01 1.059146419670569514e+02 1.067981819352352488e+02 1.108946510666827123e+02 9.988707935217102829e+01
1.038269898391324517e+02 1.069433372925454222e+02 9.016500978058095939e+01 9.343648757393697224e+01 1.158109542726780887e+02 9.109650488971470850e+01
9.926323664508657885e+01 9.682103377169195824e+01 8.981505920182362956e+01 9.464500804057783512e+01 1.246198913867858380e+02 9.103043113649712836e+01
1.031210430996501941e+02 1.003142157030232511e+02 9.934290645219806493e+01 9.841284744977249943e+01 1.230374535358580488e+02 9.263044841297127618e+01
1.032777028858425297e+02 9.600238542906005534e+01 1.223363052671321896e+02 1.050123058646364882e+02 1.173547806682831691e+02 9.211017999484930385e+01
1.078223482201556180e+02 1.087927223833610242e+02 1.172925792993700611e+02 8.106107090105962243e+01 8.896651486576190848e+01 9.640134754580614640e+01
1.117143096796884976e+02 1.015181076183627624e+02 1.174323083278415538e+02 7.366553089635743845e+01 9.363405773193520076e+01 1.105780540358398127e+02
1.140042547773499706e+02 9.605867530188649539e+01 9.648517789122128363e+01 1.234919700421806823e+02 9.305253514832386941e+01 1.018517660869036945e+02
1.115808643292168085e+02 9.906873550507566506e+01 1.130618271640012296e+02 1.214182915576561186e+02 1.043202545882132881e+02 8.685870106868215146e+01
1.054044582905382157e+02 1.050075420687540202e+02 1.141419207065242460e+02 9.134291794549035615e+01 9.215880189597112349e+01 1.062742688304908967e+02
8.359286297130668686e+01 9.852286420958610336e+01 8.655555653994919396e+01 9.978720561579163473e+01 8.703297750719312376e+01 9.187963296034715199e+01
1.087974397248385827e+02 1.026018407156519316e+02 9.597091112653822620e+01 1.049259430802490698e+02 9.163070434243259399e+01 9.254048610390489671e+01
1.096730265814255461e+02 1.097292093406468609e+02 1.093358988463815393e+02 8.242669797120453268e+01 8.760250415285372583e+01 9.125248084308456953e+01
9.146975412591321231e+01 9.856661083413143842e+01 9.145223892944981969e+01 9.399462270787989837e+01 9.374132966179328719e+01 8.729466462569055807e+01
8.749259639815804235e+01 9.246927888520414740e+01 1.011785168669684367e+02 1.062373654427171488e+02 1.007345181738603657e+02 1.061656419314126367e+02
1.059932905823553710e+02 1.143388188434392134e+02 1.077385634380115391e+02 9.815196894476733291e+01 9.576243018643756955e+01 9.315217363208019208e+01
9.445833349555398684e+01 1.074154290988915221e+02 1.166828507187021273e+02 9.529662147027761421e+01 9.370454175005576758e+01 1.074246858545373584e+02
8.825018207307940088e+01 1.013622642475255731e+02 9.274795947795375639e+01 9.710172364465729800e+01 9.249653406460092242e+01 1.133492154770595164e+02
9.395947530288708549e+01 9.672516439224148144e+01 8.668571125410760203e+01 1.029641301750250193e+02 9.576225049732886418e+01 9.150784433834729725e+01
9.963983877851102022e+01 1.045581034449157016e+02 1.147136086777294679e+02 1.026772337429707704e+02 1.045115266996099734e+02 9.348913051643739891e+01
8.932557998370593566e+01 1.021334641070624798e+02 1.354736595760370506e+02 1.039847749699858355e+02 1.095490770216705698e+02 9.537291542324041416e+01
9.293047348149411846e+01 9.111185227123348795e+01 9.767341892640385481e+01 1.027274556126570246e+02 9.769665250965840642e+01 9.731602913261754395e+01
1.034941127662207805e+02 9.186127358086645245e+01 9.788112776410940796e+01 1.019153881717282104e+02 1.028017986691947385e+02 9.790327912912579222e+01
9.598251053712661474e+01 1.071455972548210980e+02 1.089314331363991926e+02 1.009228825654409292e+02 9.951357602683582115e+01 9.293772170848259861e+01
1.033369347557993478e+02 9.808673973433968740e+01 1.098136268064524756e+02 9.945981272713392229e+01 9.759651478560707005e+01 9.871451623651881846e+01
7.721500410244870238e+01 1.000105415999457250e+02 1.005755175965179831e+02 1.050906396947369643e+02 9.270343286995418453e+01 1.002681298731384345e+02
7.386687457612335095e+01 9.177940457183923684e+01 9.877563237307877841e+01 9.871089877420988046e+01 1.116899010977444959e+02 9.837325160545287872e+01
8.480516800133699462e+01 8.277157674188616454e+01 1.032041257561100736e+02 1.016744083016544380e+02 9.539265673454417538e+01 9.493864557017255379e+01
8.670354153393498109e+01 1.082231832366993700e+02 9.792348077454791166e+01 9.552869784507913664e+01 1.035542074640004415e+02 9.801654088214750971e+01
8.754732289095211684e+01 9.892608153536399129e+01 9.810977031985477481e+01 9.201828404641305781e+01 9.949726227067880302e+01 8.886390081902028726e+01
8.390176210878455265e+01 9.732194630557472692e+01 1.011468263540271550e+02 8.148069622611750162e+01 9.661839127206931721e+01 9.968676269150981284e+01
7.713793020835876746e+01 1.002829948887086147e+02 9.634825413666600014e+01 9.857301483919100349e+01 9.281820847137640840e+01 9.602678885500628780e+01
1.079683047189930107e+02 9.763012757668869313e+01 9.861654707365326544e+01 1.077437259875792677e+02 9.977371628538503501e+01 9.990782568056683033e+01
9.982726302846857891e+01 9.575912722375939268e+01 1.058496410542265096e+02 1.027295364024019477e+02 1.065108130103223516e+02 8.830823448974277312e+01
9.753954628198026455e+01 8.724865664571807145e+01 9.833978364742583267e+01 8.874374327436676424e+01 9.262174031517363915e+01 9.545721418201598851e+01
7.973291504488213377e+01 1.052267875416035281e+02 9.972094247040182324e+01 9.126304549200999361e+01 1.030497559712334947e+02 9.261103814039122994e+01
1.122146217107873412e+02 9.789888056300441121e+01 9.804963500055634995e+01 8.289204418170456279e+01 9.893019666727866479e+01 1.062960300510920746e+02
8.722370234554811930e+01 1.007471413577302428e+02 9.402713139439126167e+01 8.219053099860613543e+01 1.036958062997690320e+02 8.998707776422084237e+01
1.243567150581919805e+02 1.033654170247644686e+02 1.130343064699311526e+02 1.003150653442058626e+02 8.794465409784656629e+01 1.010678644571225959e+02
1.083437131834029685e+02 1.022106829244788599e+02 9.633896654952707195e+01 1.077205680780842130e+02 8.398761247218347137e+01 1.027123937592035929e+02
9.045218242810022957e+01 9.172532601177273648e+01 9.711843145940244426e+01 9.307929326390426183e+01 1.097674499086435418e+02 9.702232362539017174e+01
1.101414638392885479e+02 1.101502946792726618e+02 9.787956927511528704e+01 1.116710340123348573e+02 1.171943753785167814e+02 1.067578622475104311e+02
1.104570117462742616e+02 9.968962053900199294e+01 1.005037837768809368e+02 9.118247417246898578e+01 9.220151889904205689e+01 9.090938457239509773e+01
1.029921931639774471e+02 1.130172843343338798e+02 1.121268761443308932e+02 9.839900779932595754e+01 8.833316319850625575e+01 9.129342239518858548e+01
1.112989236929554977e+02 8.697130453406066408e+01 1.138595188529131406e+02 9.423480197757911014e+01 8.938456812279969199e+01 8.814711608888833894e+01
1.095943334482544032e+02 9.627997654383457871e+01 8.753898257085951684e+01 8.522412332071431251e+01 9.160152315151869118e+01 8.653602607179260531e+01
1.204733939728530601e+02 1.096465040192412772e+02 1.024128823503599079e+02 7.645007543013693407e+01 1.158743889404056233e+02 1.013006515215756451e+02
1.015908614474596305e+02 1.090343678308366577e+02 1.311229900317756574e+02 1.229104775923291299e+02 9.597971648224631736e+01 1.022175572315227186e+02
1.032186441431857986e+02 1.178007515572628563e+02 1.082177675770683436e+02 1.272873310880107880e+02 9.734847910631376067e+01 1.070472821907946752e+02
9.691024381729188519e+01 1.272358113445309868e+02 8.946444401337927843e+01 1.262808984624643074e+02 1.049418170267210684e+02 1.162207513280801265e+02
1.100056279360203462e+02 1.043315457581160217e+02 1.071643081199599266e+02 1.108088920405263451e+02 1.078410012529749480e+02 1.191340341955882849e+02
1.017622926431590145e+02 9.578727925534978738e+01 1.037731111604347092e+02 9.950716053225302460e+01 9.225979686587750450e+01 1.177828722210266079e+02
1.002996802754803554e+02 9.672606251429824908e+01 9.507376922708944278e+01 9.469633123280951281e+01 1.089122271660631895e+02 1.045686212128748593e+02
8.985663270742551845e+01 1.063193502923271865e+02 1.078434407949967238e+02 1.031123055035523066e+02 8.532157380372780153e+01 9.414197060749590662e+01
9.213001765612210647e+01 1.072415623543477921e+02 9.879370354614286498e+01 1.000230527536484146e+02 7.900439159693546287e+01 8.657196858560172359e+01
9.735510524097806240e+01 9.954742188336462050e+01 1.003062234000341277e+02 9.972113610456221977e+01 1.024182443581199351e+02 1.046684955099004952e+02
8.313156815455050719e+01 1.066301947151222720e+02 8.879580875401173046e+01 8.810409257342267608e+01 9.762064165295103635e+01 1.154373674266546317e+02
8.622163877929490639e+01 1.024155958333743968e+02 1.139324852639614676e+02 1.035086987319310907e+02 9.605478276736488397e+01 1.179575076180643123e+02
1.064433565601998879e+02 1.027275592995682132e+02 1.020898705787502081e+02 9.721612749670298115e+01 1.022007787485266306e+02 1.184499982323655729e+02
1.034219389496029891e+02 8.403144589015825261e+01 1.024262489929860465e+02 9.498348840205478893e+01 1.035250700884630959e+02 9.390770743074496352e+01
9.974458360063047735e+01 1.117662521180948261e+02 1.049377358223664913e+02 1.053417338671591210e+02 9.028822900164908560e+01 9.681194449461627016e+01
1.024102071016064457e+02 9.917591059878459703e+01 1.101228854478403036e+02 9.636856566904255317e+01 9.490769777735650337e+01 1.011384631843909432e+02
9.190886806692483901e+01 1.028975998144844084e+02 1.101417754354963989e+02 1.025826199011706876e+02 9.492426501793947580e+01 9.873528364467925655e+01
8.884640379657830067e+01 9.496801745942673278e+01 1.050375943813942143e+02 9.736273305891735674e+01 9.727510008229806715e+01 9.703876503406509357e+01
9.581573264562064196e+01 9.652982672205311587e+01 9.411726283404718174e+01 1.114061779304714150e+02 1.053130277871610190e+02 9.170963998660344885e+01
1.032575704101623586e+02 8.728951979582552667e+01 1.063460502869287438e+02 1.059353593682201904e+02 9.547161296529260710e+01 8.793747415713679061e+01
1.077253125886132921e+02 1.027057480757417096e+02 9.827958664709592540e+01 9.416278810921215836e+01 1.033790957119914538e+02 8.684143714156198257e+01
1.054638520076569534e+02 1.020882449788434201e+02 1.006663111828398627e+02 1.008708067943710631e+02 1.051347002090707434e+02 1.030479846723617072e+02
1.095127082060828627e+02 1.206753375861094071e+02 8.469260721452788232e+01 8.202197447713182044e+01 1.000962920376483964e+02 9.798950403240571916e+01
1.104322243546275502e+02 1.208244744461862723e+02 1.297871703340631768e+02 1.046787623110691641e+02 1.026916249356473259e+02 1.121534023601296326e+02
1.123210864881125985e+02 1.187145481496162773e+02 1.282036234746371690e+02 1.019341499885471620e+02 1.214026207882811974e+02 9.479454071852849495e+01
1.190622940925885160e+02 9.825955547981888571e+01 1.337550556998472473e+02 1.063733136127795262e+02 1.212352251037638240e+02 9.478132739945402818e+01
8.202374751715396428e+01 1.024074230489986093e+02 1.151602869052464371e+02 1.055576589844755517e+02 1.170383181117056921e+02 1.122888031379879692e+02
8.898682921720862282e+01 9.627152075057757941e+01 1.061648367600649863e+02 1.069480601820274757e+02 1.132340590179806412e+02 1.218228411536378388e+02
1.056906555208608154e+02 1.013245977115836354e+02 1.064474458091555249e+02 9.491185217997598045e+01 1.103618809231584095e+02 1.143359111597743976e+02
8.679401162466008657e+01 1.083702464546370550e+02 1.059377410881899664e+02 9.165366044053408245e+01 1.177001837172230978e+02 8.932420066304140960e+01
1.076809169200308531e+02 1.188766965027068210e+02 1.194756359913729398e+02 9.383141502908111420e+01 9.619872279954179817e+01 9.108380494204430988e+01
9.933259718657546955e+01 1.039367946692179885e+02 1.017544810749013635e+02 1.042388142405611546e+02 1.100910098936203383e+02 9.035891924683981813e+01
9.563247180084928800e+01 1.028870910029340280e+02 9.898495866242078023e+01 9.264006762378440385e+01 1.154265819671864080e+02 8.817468961839620079e+01
9.357031312341788976e+01 1.002736756829975491e+02 1.014816466161848609e+02 9.195942717192650662e+01 1.010097631286307944e+02 1.091705942008444907e+02
1.025055640962606134e+02 9.606612749438679089e+01 1.004714396322326735e+02 9.442733636239827888e+01 9.478729637000594721e+01 8.923560351435600069e+01
8.885687436245140702e+01 1.005516327839278290e+02 9.466956805864120383e+01 1.066560517239457226e+02 1.014728536465985655e+02 1.000219864642375001e+02
1.064591883375159824e+02 8.842865206135319056e+01 1.117697154067445666e+02 1.049833107091216959e+02 1.029801559999481526e+02 1.010110594938662416e+02
9.912279982429032543e+01 1.154403963369684192e+02 1.149613222219769995e+02 1.038256001598163891e+02 9.726605733168359791e+01 9.394346236337358391e+01
9.538861483012726694e+01 1.128819363267516565e+02 8.556743572737832437e+01 1.161505724739842265e+02 9.230997730659554179e+01 1.003483677199359363e+02
1.081991134516905788e+02 1.001574809057481588e+02 1.093025973079040654e+02 1.180848671427607570e+02 1.091919679480465817e+02 1.120834663682573193e+02
9.558907202444387963e+01 9.253003845589697107e+01 1.029045149507651615e+02 1.280840830723626880e+02 9.041763655963079316e+01 1.067639534482353980e+02
9.121692917883397911e+01 9.206377568884684592e+01 9.394487615747286213e+01 1.270632314580005442e+02 1.152101775141298674e+02 9.383409454557592255e+01
9.843839754082098636e+01 9.859533991031339895e+01 9.228104041757612208e+01 1.029824141231063379e+02 1.132499260832214247e+02 9.926035549523291479e+01
9.237750463900708553e+01 9.681751336145063647e+01 1.009875078478481072e+02 9.668524661031848666e+01 1.102457754725605952e+02 8.541210444733331997e+01
1.071654775189544893e+02 1.077646209579914114e+02 1.076679233642372822e+02 1.183458291002060747e+02 1.035134155138419629e+02 8.312557660371952295e+01
9.240682149859667049e+01 9.570277124028264382e+01 1.065778685253467017e+02 1.174599819112193160e+02 1.057485657594381649e+02 8.891681083286616172e+01
1.203367528987641606e+02 1.074353883963418923e+02 1.032812159133509056e+02 8.956128504477126739e+01 9.909527435179589361e+01 8.484508685213853596e+01
1.144729724589301156e+02 1.113988699148630133e+02 9.775368719321508593e+01 8.309766920168839022e+01 9.394471859722287377e+01 1.098625510615730860e+02
8.184489242428337263e+01 1.260093870392246487e+02 1.041490521416753268e+02 1.182874088078529837e+02 1.031136729732570245e+02 1.044570059514049944e+02
7.856917777461963226e+01 1.278000398367466630e+02 9.740460673839496053e+01 7.777912441353407758e+01 1.042384010403325760e+02 1.063829375953636003e+02
7.611187532242483655e+01 1.275900396855326306e+02 9.942396767666761548e+01 1.002255220292121720e+02 1.127209259116761189e+02 7.997667146310179476e+01
1.174799918256146896e+02 9.841754920652090277e+01 1.201561335537940778e+02 9.300314320222287279e+01 1.047907558104845407e+02 1.032181316865600422e+02
1.181880813549811080e+02 1.032199477849963216e+02 1.097363363842160311e+02 9.155584660459329882e+01 1.098114018271242287e+02 1.102592243571171196e+02
9.788667931417643331e+01 9.797820392388845789e+01 9.822986317879193052e+01 1.090661923253126133e+02 1.116782521383588005e+02 1.013007903165556343e+02
8.919432846050550268e+01 9.644433492887588955e+01 9.439887006140982351e+01 9.975070907380388974e+01 9.212773669156121059e+01 1.130239145847654640e+02
9.592244229973483982e+01 9.482746757506166091e+01 1.039805256513028269e+02 9.367200566452632415e+01 1.215002686910244165e+02 9.492608006609890481e+01
9.632977271812177378e+01 9.459220720351153489e+01 1.065048463148914095e+02 1.105245256561156424e+02 8.581251700442180663e+01 9.601810408853440038e+01
9.832594517930718325e+01 1.008288106673357731e+02 7.839928296125900431e+01 1.219147670604629496e+02 9.759688751748852553e+01 1.029532349643528875e+02
1.025344974563930407e+02 9.205911727505126407e+01 7.917716385104387200e+01 9.584648286956732477e+01 1.025117457863326393e+02 1.025313969449765352e+02
1.069871586465442874e+02 9.742089032885797906e+01 9.904164586344667498e+01 1.036801315800214525e+02 8.383026878281633287e+01 9.533939549537265634e+01
1.115748476499538384e+02 1.004131924036167902e+02 9.396714759396698469e+01 9.876764638499676607e+01 1.016630896202967165e+02 1.058042675108719379e+02
1.156475435029614971e+02 9.859093690043029312e+01 1.085393321004691103e+02 9.375210175109747013e+01 9.569899946544808245e+01 9.025291340574618459e+01
1.062747391901925198e+02 8.941950534774032633e+01 1.042245074435982986e+02 1.115073920811207699e+02 9.461645739984459169e+01 1.039905769840236758e+02
1.135825347658316105e+02 9.917456490637016486e+01 1.007939971812171649e+02 1.103701932959444179e+02 1.004069010825676003e+02 9.831529438612398053e+01
9.778840878008129778e+01 9.430161706492459928e+01 9.793070662569721208e+01 1.096517558411973567e+02 9.477405484407708514e+01 9.616599511546061763e+01
9.676260914637850874e+01 9.857446176206769906e+01 9.395750707739348684e+01 8.737988388222221658e+01 1.040159030900847199e+02 1.014900870956801668e+02
9.905138871994641647e+01 1.059843481720905061e+02 7.910773465852011554e+01 9.108115811169311371e+01 9.132979390849010315e+01 9.199858383790110850e+01
1.089469303068957799e+02 1.002370131375748770e+02 8.004731951957759861e+01 8.791976544484315070e+01 7.803885887764951690e+01 1.059387369759295581e+02
9.235339613083566235e+01 8.954647464274337665e+01 8.695252627330718553e+01 9.628446786713283245e+01 9.260882784816237745e+01 9.346369581988456332e+01
8.864982152371349855e+01 9.489000328959212993e+01 8.162137285041482926e+01 9.399708278726032518e+01 1.008371148580487073e+02 1.016177960111787968e+02
1.085761734461162575e+02 9.410957798041155797e+01 9.487567404140114036e+01 8.829403455730187034e+01 9.793372607344394964e+01 1.072067915623601095e+02
1.024531235130023248e+02 1.154336072407923552e+02 9.873424456528147175e+01 1.134228825842830020e+02 9.489194730462047289e+01 1.084121013940168439e+02
9.875105205795514962e+01 1.152775109894572267e+02 1.006330412589037451e+02 1.121187891837929982e+02 9.316913109496255174e+01 1.212688597122753862e+02
8.812154377894191271e+01 1.007360065417400108e+02 9.299780369676150826e+01 1.037931553919212320e+02 9.516816380768672445e+01 8.997289023805107888e+01
9.604804544492985485e+01 9.102174100625168762e+01 1.062273713802758692e+02 9.686824320445872161e+01 9.439223150028459486e+01 1.110961632336372986e+02
9.879106439191588152e+01 9.008947320411549242e+01 1.096309065031490348e+02 9.077881062557079872e+01 1.056755916597020786e+02 1.097873178181852296e+02
1.102061791688154813e+02 8.727053033206810539e+01 9.160254306864025864e+01 1.153170509519224822e+02 1.064721852523130678e+02 1.034626747696573688e+02
9.822392158762187364e+01 1.063648860983943081e+02 1.026130759130495136e+02 9.120763517515013064e+01 9.395977673265272756e+01 1.112877122446417530e+02
9.767325794668238359e+01 9.855914209593609598e+01 1.142138451470300993e+02 8.431828369417655722e+01 1.064689496158549247e+02 8.172691380017958807e+01
1.110101955329218555e+02 1.038644565842034240e+02 1.119003014178814794e+02 1.074577735718587235e+02 9.148500180151101802e+01 8.433037018767721804e+01
9.445375632030231827e+01 1.112786014095746339e+02 1.048171870761219964e+02 9.933674552967102045e+01 1.009002213953655485e+02 1.119898605734300361e+02
1.098411233724543052e+02 1.099463432355043437e+02 1.130335768611543585e+02 8.763933407488545413e+01 9.233903863143969204e+01 1.095097180154250083e+02
1.106497031816749796e+02 1.002243461389387278e+02 1.044185207316500339e+02 1.020248962369386163e+02 9.124997295860022462e+01 1.071500577219433268e+02
9.263127928369677022e+01 9.304346201464554156e+01 9.824457389423437803e+01 9.455357995392074599e+01 8.704569125636464832e+01 1.113629208690957313e+02
1.073474632336938015e+02 1.102523468100060455e+02 9.080125601951809244e+01 1.062486431922535246e+02 8.608745979679905247e+01 1.062974261488106151e+02
