log.prior	log.likelihood	log.likelihood.test.set
-1.361524970832328790e+03 -1.210575219961496941e+03 -9.563960407491254045e+01
-1.357970747475711732e+03 -1.205009550514532748e+03 -9.632976233968309998e+01
-1.380712384366035621e+03 -1.205853202053204541e+03 -9.489759208411115310e+01
-1.389201990464649271e+03 -1.206881718996957261e+03 -9.331276816368074378e+01
-1.381463585827533279e+03 -1.210431219455123028e+03 -9.314246231308013080e+01
-1.381521005608576843e+03 -1.205958815109129546e+03 -9.081227154055321193e+01
-1.374614703721221986e+03 -1.212553141540516208e+03 -9.123449068562339903e+01
-1.368997917468742344e+03 -1.214227877850945333e+03 -9.000461008532735718e+01
-1.377995977927748299e+03 -1.208362633741937998e+03 -8.972050728129184449e+01
-1.384196078306086520e+03 -1.207324608934748539e+03 -8.952540762580164824e+01
-1.377194471353689778e+03 -1.212032971060504678e+03 -8.939860480475960003e+01
-1.398772611494030571e+03 -1.209796590811946544e+03 -8.941622388095700558e+01
-1.403132533909991253e+03 -1.208163666388909405e+03 -9.030956338783963133e+01
-1.419724442236006098e+03 -1.202541611399639351e+03 -9.214125876728181197e+01
-1.411330230455996343e+03 -1.198232738392395731e+03 -9.089381712606584074e+01
-1.399995382361516249e+03 -1.205914022505905677e+03 -9.030756580475616602e+01
-1.403601226816600047e+03 -1.205044589617873953e+03 -8.998472298314516138e+01
-1.424982943374039451e+03 -1.193353234515605891e+03 -9.000689147165130066e+01
-1.424818556371619025e+03 -1.190859588588692532e+03 -8.889555416584173031e+01
-1.394795006889881279e+03 -1.203165556899597959e+03 -8.974218215717851876e+01
-1.408627267067332923e+03 -1.204788580543333865e+03 -9.022835537160267450e+01
-1.398486442127366217e+03 -1.203381030845330315e+03 -9.171365816768476975e+01
-1.390815863524187534e+03 -1.212596475935042463e+03 -9.193229426528117187e+01
-1.395143372105454773e+03 -1.201685796784817512e+03 -9.156937341793604901e+01
-1.385543336286605381e+03 -1.213550328957057900e+03 -9.167888561016172844e+01
-1.395813351658108559e+03 -1.205611216310594955e+03 -9.094675317070505116e+01
-1.388524876914032347e+03 -1.210821489418532565e+03 -9.122046522020278303e+01
-1.369077266541189601e+03 -1.207923972210357078e+03 -9.130084503963149700e+01
-1.359926101589356676e+03 -1.210338517639678912e+03 -9.183770080871994423e+01
-1.384062932822582525e+03 -1.201986268854586569e+03 -9.180418272466573626e+01
-1.393765928608399690e+03 -1.203722917288416966e+03 -9.174427955507087518e+01
-1.390290414548969011e+03 -1.203444317931556270e+03 -9.208451675704219497e+01
-1.387852075063703523e+03 -1.199030684914027461e+03 -9.200405474730644073e+01
-1.371305972928156280e+03 -1.203641311297495804e+03 -9.127021169982276660e+01
-1.363402164523129613e+03 -1.206249879159497596e+03 -9.125897420653421932e+01
-1.352274738059667925e+03 -1.209062191701636948e+03 -9.039780794869878378e+01
-1.368087829332581123e+03 -1.205144044748819624e+03 -9.124105421696643248e+01
-1.354618500512969831e+03 -1.209669695675862386e+03 -9.048571592449710010e+01
-1.351083083262668197e+03 -1.211449526735992777e+03 -9.125684068266883742e+01
-1.356467076028689917e+03 -1.208838784266827133e+03 -9.131583486060767996e+01
-1.364689132506319083e+03 -1.211899478049906520e+03 -9.097576700075583744e+01
-1.382579994543885050e+03 -1.207317466480687926e+03 -9.113811632453649736e+01
-1.376404788349664841e+03 -1.207196426616493000e+03 -9.200521776905623028e+01
-1.376896169193425294e+03 -1.209630091736706845e+03 -9.350615466350961924e+01
-1.380094069916676972e+03 -1.210107965945821434e+03 -9.193880613551024794e+01
-1.377050363080912120e+03 -1.203639383000237558e+03 -9.301094364096408640e+01
-1.376063215043889613e+03 -1.203523992316771228e+03 -9.149425606447871928e+01
-1.371857957089323691e+03 -1.200277616732749266e+03 -9.006317648846260226e+01
-1.370252980737817779e+03 -1.201005602586065606e+03 -9.093631485077861498e+01
-1.361211765716462651e+03 -1.201517729741820631e+03 -9.056875009399644227e+01
-1.357422634665018450e+03 -1.204265689478987724e+03 -9.071344710181961091e+01
-1.344192725599177720e+03 -1.204728624311713929e+03 -9.152317285539828617e+01
-1.334445105117617459e+03 -1.207778518382561742e+03 -9.149201254611941181e+01
-1.342961274666147801e+03 -1.208286154573654812e+03 -9.131421686057066722e+01
-1.327528952559673371e+03 -1.204316988399784350e+03 -9.023429964173070061e+01
-1.311870610025386441e+03 -1.207230878312892628e+03 -9.071968591203662413e+01
-1.311683796788436666e+03 -1.211123838705786966e+03 -9.194067656511728615e+01
-1.332389383158530791e+03 -1.208979800768325504e+03 -9.206678828486278121e+01
-1.349040231606775023e+03 -1.209461154881913217e+03 -9.332537009686595297e+01
-1.349744478394704174e+03 -1.209999808596312050e+03 -9.357891237786651573e+01
-1.336854404525783366e+03 -1.209574507210438242e+03 -9.527331846204214116e+01
-1.345506396108608669e+03 -1.213862669228944014e+03 -9.231917963266693050e+01
-1.341829728789951332e+03 -1.212897094188007941e+03 -9.135120387903563710e+01
-1.344834630124069463e+03 -1.208094677903409547e+03 -9.170739943625508772e+01
-1.342298297185535148e+03 -1.207722475529088115e+03 -9.130936155359916029e+01
-1.336362842557412250e+03 -1.211134769561239636e+03 -9.210304459221865159e+01
-1.330875557640969646e+03 -1.212509026560415350e+03 -9.226207054704423172e+01
-1.348795525558056170e+03 -1.208483744731200886e+03 -9.123442316793151008e+01
-1.353224994386387607e+03 -1.212490768133270194e+03 -9.158940348713593949e+01
-1.340151018719692047e+03 -1.210445507947104488e+03 -9.067395828537101465e+01
-1.337974727862522059e+03 -1.214643937673027040e+03 -9.047942514225164246e+01
-1.341229513979194053e+03 -1.211983789394434325e+03 -9.145911319417666618e+01
-1.347466683447596552e+03 -1.208880716489518363e+03 -9.197978117610460913e+01
-1.352502739531003044e+03 -1.205930987331326151e+03 -9.212442323184657766e+01
-1.343923384554743734e+03 -1.218167206739183257e+03 -9.253567845109193968e+01
-1.349460783136609052e+03 -1.218355882891317833e+03 -9.277009467258804420e+01
-1.348045307753158113e+03 -1.213222194425327416e+03 -9.240505410778337136e+01
-1.357752761144904525e+03 -1.211425158975682280e+03 -9.190200736392267800e+01
-1.354519699181237684e+03 -1.212647799377248703e+03 -9.174308920904118736e+01
-1.364493621324253581e+03 -1.213966878209537072e+03 -9.184640026363530296e+01
-1.365875502976532744e+03 -1.212778381577368464e+03 -9.246626245268157618e+01
-1.376739605183957337e+03 -1.210487009242324348e+03 -9.146758295088574187e+01
-1.375511662262437312e+03 -1.208449952761486884e+03 -9.057387037321817047e+01
-1.373829118234047428e+03 -1.208601634535785934e+03 -9.118870919065267344e+01
-1.358240280964739213e+03 -1.212654572711565379e+03 -9.134878301627750830e+01
-1.346021701783344724e+03 -1.220442632728558920e+03 -9.166724683723384715e+01
-1.358269223279695780e+03 -1.214679369652324795e+03 -9.120809524129492729e+01
-1.363480636346486563e+03 -1.217728353002889889e+03 -9.114966786959143974e+01
-1.366420583297547182e+03 -1.220647770705055109e+03 -9.062434241488367093e+01
-1.352919823766495483e+03 -1.218558588525492496e+03 -9.099808839546611239e+01
-1.370711764568176477e+03 -1.214347673801050405e+03 -9.069539010713469906e+01
-1.377087074204218425e+03 -1.214131137472098771e+03 -8.983534616094277681e+01
-1.385923208435512151e+03 -1.211246346967313002e+03 -9.037177234230071576e+01
-1.389338117046792149e+03 -1.215840645581711897e+03 -9.130675900975825243e+01
-1.395066317398867795e+03 -1.216254804670816156e+03 -9.248784117941954719e+01
-1.396408899987744689e+03 -1.212811355164013548e+03 -9.108089615006164763e+01
-1.390551405262279332e+03 -1.222133647020099261e+03 -9.099354024210126113e+01
-1.406679941259784528e+03 -1.213079835418352559e+03 -9.137289391436112851e+01
-1.401079559011260926e+03 -1.211166214315553361e+03 -9.230049140696118570e+01
-1.392879183954130212e+03 -1.210034850839710998e+03 -9.202146628771791370e+01
-1.400645324810800957e+03 -1.206299722993226851e+03 -9.235068177003472556e+01
-1.397373637069502138e+03 -1.211505649298363096e+03 -9.203063291471229945e+01
-1.383581213434376650e+03 -1.209090669766353358e+03 -9.177072847127237765e+01
-1.385176448640051603e+03 -1.207461760649419148e+03 -9.205910076021308441e+01
-1.386094752433984468e+03 -1.208784489280260459e+03 -9.111692975866881739e+01
-1.381922035674085009e+03 -1.212026420159823147e+03 -9.158627466184339028e+01
-1.388865288079115089e+03 -1.210543104786826007e+03 -9.298560529364524996e+01
-1.389553721593285672e+03 -1.210930907082430167e+03 -9.193508378250649571e+01
-1.377736702104573396e+03 -1.214650731230333122e+03 -9.265954110095552210e+01
-1.370482901353020225e+03 -1.218740455041695213e+03 -9.322941614135530131e+01
-1.370669268018569710e+03 -1.218517067476724378e+03 -9.324391871735926429e+01
-1.369590967034023379e+03 -1.212863331922268344e+03 -9.342770928791225060e+01
-1.375463504128661043e+03 -1.211200816345163275e+03 -9.106777645593129478e+01
-1.374610058981849534e+03 -1.217605056643997614e+03 -9.238657032753826570e+01
-1.364737408911295915e+03 -1.223122638146961435e+03 -9.548483411684077282e+01
-1.383421600395911582e+03 -1.216576325797650497e+03 -9.135269561586909504e+01
-1.373015043579092662e+03 -1.220118637982602195e+03 -9.077824989114790810e+01
-1.359822785205908986e+03 -1.226504537932939229e+03 -9.209443443201965351e+01
-1.370673312275135686e+03 -1.219422681314104238e+03 -9.078377299791259247e+01
-1.365204775086684776e+03 -1.222519802881365649e+03 -9.094975718292872102e+01
-1.361296620080929870e+03 -1.219440609345316716e+03 -9.248793327937224262e+01
-1.369751204425079550e+03 -1.218751340065699651e+03 -9.249434822569489256e+01
-1.360023686489953889e+03 -1.217834315308809437e+03 -9.214466617290543127e+01
-1.371493343927561682e+03 -1.215090625034138611e+03 -9.158380887466162790e+01
-1.378223518817267859e+03 -1.213141349655076965e+03 -9.096553403107611757e+01
-1.363066054336429488e+03 -1.214207921309207450e+03 -9.135401835783645197e+01
-1.353124614236530078e+03 -1.217238845234902101e+03 -9.155590604840506330e+01
-1.381481323997459640e+03 -1.214819883499013258e+03 -9.217173788091147912e+01
-1.393199386934747508e+03 -1.212701026179035807e+03 -9.156304508114283180e+01
-1.385883036440290198e+03 -1.212396663620164418e+03 -9.054934069589938872e+01
-1.380290133840368298e+03 -1.215062331378252793e+03 -8.999196397668757186e+01
-1.379620491200213110e+03 -1.208529055479875296e+03 -9.135932733194735533e+01
-1.381493168650904863e+03 -1.205520905353828311e+03 -9.189711256506024029e+01
-1.374854746190897913e+03 -1.212574851572021316e+03 -9.151824794761208182e+01
-1.376738647380854673e+03 -1.209042275065301283e+03 -9.158394679036433672e+01
-1.376956725699631761e+03 -1.211792204027966363e+03 -9.241981539781980359e+01
-1.378509724855864079e+03 -1.213646057457187453e+03 -9.105259884773403201e+01
-1.379259078162230026e+03 -1.214084675412007755e+03 -9.070004671326796597e+01
-1.378410626379122277e+03 -1.212566978687658548e+03 -9.111974142531411758e+01
-1.370270778849129329e+03 -1.214628739406836985e+03 -8.981862559438815197e+01
-1.369775857662458520e+03 -1.209576926223702458e+03 -9.028283996300513081e+01
-1.362251449591835581e+03 -1.213878199205902547e+03 -9.112021330555063514e+01
-1.371093604250606631e+03 -1.218867383928841264e+03 -9.091174101681835396e+01
-1.374812314260336962e+03 -1.218602154466780121e+03 -9.016688412773333994e+01
-1.359889561127012939e+03 -1.217835685364245137e+03 -9.034215181378186799e+01
-1.380462630424516647e+03 -1.211998976595398972e+03 -9.126260680462479513e+01
-1.368650422934199469e+03 -1.208748826404530973e+03 -9.054953023106193655e+01
-1.362087316407057870e+03 -1.216214163346553960e+03 -8.988051433799827805e+01
-1.346630872748993852e+03 -1.216443377912824644e+03 -9.030854776292520114e+01
-1.365181537912407975e+03 -1.209535953032651378e+03 -9.066264788518967066e+01
-1.360559238704441668e+03 -1.209714134099600187e+03 -9.025466072511517268e+01
-1.370179407401819844e+03 -1.205776391565663516e+03 -8.959682466736279594e+01
-1.357153978592233216e+03 -1.202270941904725078e+03 -9.015448750378521936e+01
-1.351631059844671199e+03 -1.205657874310418265e+03 -9.035840261575825139e+01
-1.354742153326507378e+03 -1.204402095258031522e+03 -9.080031407077999006e+01
-1.343555986100255950e+03 -1.207554095738407341e+03 -9.076579844020469068e+01
-1.366347923873588570e+03 -1.204929992979954932e+03 -9.133684145330636284e+01
-1.382214119273292908e+03 -1.202294988050712391e+03 -9.117429337710333925e+01
-1.392351311308073491e+03 -1.206212580935569804e+03 -9.082058794081251563e+01
-1.402225350010191733e+03 -1.205630177789090794e+03 -9.116261019817395095e+01
-1.413099789333575700e+03 -1.199274776740868674e+03 -9.150329633130277784e+01
-1.405641755635142772e+03 -1.202304295382194368e+03 -9.245067929060093093e+01
-1.394410229664237932e+03 -1.203135191071296504e+03 -9.049322450932115203e+01
-1.374364930648365544e+03 -1.208621418855319234e+03 -9.064054319691518913e+01
-1.374723874720862568e+03 -1.204105196116046727e+03 -9.113710630957987746e+01
-1.369240880426965759e+03 -1.204452341415237242e+03 -9.324300345283612046e+01
-1.353262927832701962e+03 -1.205460291339364630e+03 -9.153503462243969580e+01
-1.355473280220829338e+03 -1.205545986529336687e+03 -9.213964889587785478e+01
-1.336184798750427717e+03 -1.204016188433035040e+03 -9.313325097210764625e+01
-1.333072231957263739e+03 -1.210342831375006654e+03 -9.269088784404593184e+01
-1.347237317573989458e+03 -1.213397424956248642e+03 -9.234410316747568004e+01
-1.333142862842579916e+03 -1.211655059107438774e+03 -9.250561740498582708e+01
-1.333794131345709275e+03 -1.206537702905362494e+03 -9.166949546125215420e+01
-1.355204042101772757e+03 -1.205123187747225757e+03 -9.171974772530751352e+01
-1.355990066946387742e+03 -1.208077162443973975e+03 -9.077591772201265030e+01
-1.362215436513989289e+03 -1.211395581119743383e+03 -9.126676925847246480e+01
-1.385246256887003710e+03 -1.210914466296633918e+03 -9.256832839125695500e+01
-1.383502450094673122e+03 -1.208143041723692932e+03 -9.185657585803153324e+01
-1.381856912069436930e+03 -1.206460283683844636e+03 -9.219230311240630726e+01
-1.385309437769220494e+03 -1.208667039299449470e+03 -9.180944544020215403e+01
-1.391325569135106207e+03 -1.208932567230971017e+03 -9.305237500237336690e+01
-1.373378579671576517e+03 -1.213323770400834519e+03 -9.439167630678207388e+01
-1.368260259315766461e+03 -1.208069334415052253e+03 -9.337434853885812913e+01
-1.366258098258848577e+03 -1.204677759253867862e+03 -9.359942392181983450e+01
-1.383425754338264596e+03 -1.209541609351236730e+03 -9.325173099810129429e+01
-1.380776416109857564e+03 -1.216432889125376732e+03 -9.308301912986885895e+01
-1.400158112703634060e+03 -1.215470468788553490e+03 -9.182543839146333653e+01
-1.402677063316158637e+03 -1.212764781949262670e+03 -9.244381620615220641e+01
-1.420473982587603814e+03 -1.214429155306746452e+03 -9.265314939826208729e+01
-1.428884662081984061e+03 -1.212014226679293870e+03 -9.307500794249600062e+01
-1.445323268643558322e+03 -1.209395191644296574e+03 -9.278804087446363269e+01
-1.441633341306846887e+03 -1.212304944641484781e+03 -9.273747691697670348e+01
-1.442991968232834779e+03 -1.219811714342517917e+03 -9.211209037270859312e+01
-1.446453315482963490e+03 -1.219899237735181714e+03 -9.272574442435870878e+01
-1.442796676268200599e+03 -1.216932232663257082e+03 -9.294499318196017157e+01
-1.462315705863588391e+03 -1.208408255492070339e+03 -9.151146267118483024e+01
-1.458614208370448750e+03 -1.212004818919219360e+03 -9.361681092173859042e+01
-1.443282805034438070e+03 -1.215035647262332986e+03 -9.407658712151445002e+01
-1.434658804148012223e+03 -1.211893311209620606e+03 -9.216834776310068378e+01
-1.441328617683354423e+03 -1.212721109806559525e+03 -9.271178933983517823e+01
-1.451927221508112098e+03 -1.213725496478048399e+03 -9.317127356554900075e+01
-1.464265022026141196e+03 -1.211628043265944825e+03 -9.142465918082768894e+01
-1.465516847685564244e+03 -1.209666955183884966e+03 -9.028854398445591301e+01
-1.456897898285336169e+03 -1.217640403069843160e+03 -9.129214296741508861e+01
-1.449785310468456601e+03 -1.210760795889798146e+03 -9.181132268473362501e+01
-1.441203931317598744e+03 -1.213616649418989937e+03 -9.207976584835785161e+01
-1.444257824335797977e+03 -1.212173475104277259e+03 -9.211556520073088450e+01
-1.433418640742763500e+03 -1.209005449502936472e+03 -9.149153216298981306e+01
-1.433769085393590331e+03 -1.207617137784736087e+03 -9.104230069121180691e+01
-1.421658540193651788e+03 -1.214399192675989525e+03 -9.073375788643645024e+01
-1.433640552470468265e+03 -1.211004013869906430e+03 -9.033722835830681674e+01
-1.438354961969691431e+03 -1.213563161923249709e+03 -9.110949377384059744e+01
-1.429658347837098518e+03 -1.217619884777922380e+03 -9.047022083532320380e+01
-1.433485402250061043e+03 -1.213718488653781151e+03 -9.053543845438764492e+01
-1.421973731574400517e+03 -1.209154125179696166e+03 -9.082029590930173413e+01
-1.419351951585078723e+03 -1.205797183703322617e+03 -9.113711137345745783e+01
-1.420620427852814828e+03 -1.206711189041973739e+03 -9.049858130021752345e+01
-1.420523792688723688e+03 -1.205021590338810711e+03 -9.093810537297454744e+01
-1.428868474437222176e+03 -1.203919222091516531e+03 -9.114965064743267931e+01
-1.427137794691120916e+03 -1.204643146252449469e+03 -9.057850818628028833e+01
-1.432206375070722515e+03 -1.206991289817173538e+03 -9.181793378821160445e+01
-1.415017605640959118e+03 -1.206929216078798163e+03 -9.164023870547018191e+01
-1.397508374886444699e+03 -1.213515176781976152e+03 -9.085549863762554423e+01
-1.386313095390007447e+03 -1.207176804089139978e+03 -9.072566652124510256e+01
-1.394717927356305381e+03 -1.211491458278527716e+03 -9.152109331922119395e+01
-1.401107428362077144e+03 -1.203960308479635842e+03 -9.043084796420816929e+01
-1.392540446615030305e+03 -1.199707478142961008e+03 -9.147933139126632796e+01
-1.386732656669351627e+03 -1.199565797662647128e+03 -9.138134341706677333e+01
-1.385939078658607968e+03 -1.199273878539374664e+03 -9.165312705829205697e+01
-1.402701192818739173e+03 -1.203508528544958835e+03 -9.150588386555355669e+01
-1.392342578201572678e+03 -1.201324215926089437e+03 -9.222966672296320212e+01
-1.387079506659121762e+03 -1.196946318664454338e+03 -9.241180403377538255e+01
-1.397855641569374484e+03 -1.199534654060751109e+03 -9.280185750409501111e+01
-1.384502575512794238e+03 -1.205484144249842302e+03 -9.130281603621071440e+01
-1.368981071846509622e+03 -1.209192785923958581e+03 -9.180405545487801078e+01
-1.364788545603343209e+03 -1.210094568745640345e+03 -9.150159322899011727e+01
-1.364415668770721140e+03 -1.209375061753523596e+03 -9.061870909814632569e+01
-1.366454735413892422e+03 -1.212917758170384332e+03 -9.128026068212565747e+01
-1.378971163903955130e+03 -1.209243247007169430e+03 -9.108065296059047000e+01
-1.399942574362121377e+03 -1.211114229147735614e+03 -9.118481190670263459e+01
-1.394232787314973393e+03 -1.204637739370878990e+03 -9.037262265681027884e+01
-1.378842835728322370e+03 -1.209205975637668871e+03 -9.069690914381294533e+01
-1.377186258366007905e+03 -1.204496197340775552e+03 -9.048911223452441277e+01
-1.373715038425473267e+03 -1.212853191771534966e+03 -9.055366802333909959e+01
-1.374540617001278861e+03 -1.215393931961668841e+03 -9.137935853062268166e+01
-1.345478761480821731e+03 -1.217334075785940968e+03 -9.129055099890805991e+01
-1.352517537747816505e+03 -1.215180609132848758e+03 -8.977879291212488511e+01
-1.365530752866412286e+03 -1.208646824731652941e+03 -9.069106919599417438e+01
-1.368632979277129152e+03 -1.205443445404306203e+03 -8.998900782486174421e+01
-1.380446667028546244e+03 -1.208572813718210227e+03 -9.008705929845532978e+01
-1.389572329088719471e+03 -1.209116343487079348e+03 -9.098994283540940842e+01
-1.395503219841951477e+03 -1.203731826212813075e+03 -9.048898532736791367e+01
-1.388378664353906288e+03 -1.204168657393789545e+03 -9.089873981021509053e+01
-1.382746906538001440e+03 -1.209217050044056123e+03 -9.112343278690806869e+01
-1.392856927603078930e+03 -1.205285783659052413e+03 -9.053943294107429551e+01
-1.401241362630081767e+03 -1.201234193083936816e+03 -9.204545824353996863e+01
-1.387049685772200519e+03 -1.209700201125661124e+03 -9.347765949828632870e+01
-1.374113201646647894e+03 -1.208624443869224251e+03 -9.312665196749728125e+01
-1.382741693770788515e+03 -1.206803143408831602e+03 -9.232073945013374328e+01
-1.380963744488795328e+03 -1.203198063725228621e+03 -9.344734838393844711e+01
-1.390702329914036454e+03 -1.199374082064916365e+03 -9.431450465694965146e+01
-1.380482615467957430e+03 -1.205349892015245132e+03 -9.478631304900181931e+01
-1.364263923371639748e+03 -1.200913244483339668e+03 -9.261918472385966083e+01
-1.368346220569789921e+03 -1.203172507191826298e+03 -9.257842055641171441e+01
-1.365653129489356388e+03 -1.199070427679256454e+03 -9.209070634405071587e+01
-1.360562633573868197e+03 -1.201293402111324895e+03 -9.118147558055548529e+01
-1.379659385716806128e+03 -1.198606205822108677e+03 -9.161700556940948559e+01
-1.385615472356600321e+03 -1.205267242472599719e+03 -9.155147024367235531e+01
-1.403591079709032556e+03 -1.206782024041452132e+03 -9.067923462214920960e+01
-1.395225676992608896e+03 -1.206298563954481551e+03 -9.078043884887733839e+01
-1.402302248099504595e+03 -1.204889391884354609e+03 -9.085607251391891737e+01
-1.405951453973023035e+03 -1.201668288260845884e+03 -9.035915752406134516e+01
-1.405036836646080246e+03 -1.201391635844646089e+03 -9.179909494746814858e+01
-1.402454315077049614e+03 -1.207322835522380046e+03 -9.237176581232083095e+01
-1.394398879521320850e+03 -1.206011241444791040e+03 -9.323687268357369362e+01
-1.372875942528335145e+03 -1.210015697596304562e+03 -9.381813589134091558e+01
-1.360312215890948892e+03 -1.213423659802274415e+03 -9.204017657757478332e+01
-1.365496636996251937e+03 -1.206990697319258970e+03 -9.149527031772612418e+01
-1.380831660076393064e+03 -1.212169360113271978e+03 -9.213126260694937741e+01
-1.379138851351234052e+03 -1.222953805140201666e+03 -9.289457063295679973e+01
-1.383913283188229570e+03 -1.222350150980011222e+03 -9.404059863796527452e+01
-1.398054314495191193e+03 -1.217049230254872782e+03 -9.252800644252332063e+01
-1.405010851597084184e+03 -1.210613346727525141e+03 -9.082922825824618940e+01
-1.402332002870700762e+03 -1.217717323230468992e+03 -9.124000006628688197e+01
-1.408897388813973976e+03 -1.211717649232315352e+03 -9.109353005644709356e+01
-1.405551715364021447e+03 -1.212799012632473023e+03 -9.089537814511101033e+01
-1.389321157660150220e+03 -1.222582730970543253e+03 -9.056634943319483000e+01
-1.396644201262034812e+03 -1.218225366544377948e+03 -8.968759606727437017e+01
-1.399421968288519111e+03 -1.216173821999416305e+03 -9.049681228029569979e+01
-1.411537175187834919e+03 -1.211468678340890165e+03 -9.090476767969974503e+01
-1.406239576959620081e+03 -1.208584770443521165e+03 -9.066159153191460973e+01
-1.403631154400949754e+03 -1.205615191927381829e+03 -9.064710352043351804e+01
-1.408171779538422697e+03 -1.201179769503221223e+03 -9.076106606394384357e+01
-1.403442638934249089e+03 -1.208267938716796607e+03 -9.116556101509775090e+01
-1.413828929060483006e+03 -1.206004089149650099e+03 -8.992356240560039282e+01
-1.421977446375965201e+03 -1.206893762266412978e+03 -9.119142257520323369e+01
-1.433143546557749687e+03 -1.208189384099991457e+03 -9.184103741871794568e+01
-1.432187030430322011e+03 -1.200885328453024385e+03 -9.159491552713359397e+01
-1.423282620804184489e+03 -1.207000648147483162e+03 -9.297678333696188702e+01
-1.433327231550114902e+03 -1.203510053154971274e+03 -9.032886904109557236e+01
-1.430858191259946580e+03 -1.205419822233385730e+03 -9.000902619312361708e+01
-1.433329180198807990e+03 -1.204510073321921482e+03 -9.051648400943898309e+01
-1.425876519430501048e+03 -1.208066579973264425e+03 -9.166923980191918986e+01
-1.399526754788584185e+03 -1.220879633684021883e+03 -9.429686337569773968e+01
-1.386998777760527446e+03 -1.223017767985668343e+03 -9.682834933219032791e+01
-1.397027558267546056e+03 -1.212100998692730855e+03 -9.194771161035626506e+01
-1.397281362591307243e+03 -1.216157250498934900e+03 -9.277359209413700114e+01
-1.409552957834649760e+03 -1.213623735671932309e+03 -9.096822424907682603e+01
-1.425370746069083680e+03 -1.217389358184806724e+03 -9.184547224661136511e+01
-1.415514260306817505e+03 -1.209377454398862710e+03 -9.094712763183622428e+01
-1.414049504191070355e+03 -1.216478546690046869e+03 -9.176125489072688879e+01
-1.438873252847606636e+03 -1.211258471958527252e+03 -9.314589118016496627e+01
-1.418769150570476086e+03 -1.211632225637632473e+03 -9.182774656108739464e+01
-1.435954982469143033e+03 -1.202078197831076295e+03 -9.212606748650520672e+01
-1.431907942040442776e+03 -1.211472832991076757e+03 -9.223576061650598490e+01
-1.416436262504740398e+03 -1.215282864010594494e+03 -9.341343545884163291e+01
-1.407660386229105143e+03 -1.212032470104293907e+03 -9.137299270790003902e+01
-1.401932032362472000e+03 -1.205919362832558363e+03 -9.138749245965578893e+01
-1.389035723314059851e+03 -1.213768200233524340e+03 -9.284938535685026295e+01
-1.392672409448000963e+03 -1.205291916424587953e+03 -9.218318878236965475e+01
-1.397883382742120148e+03 -1.211525893669024981e+03 -9.217892625423164077e+01
-1.398966450889924545e+03 -1.209675610813195135e+03 -9.272087881766714190e+01
-1.385881073224849388e+03 -1.214305461713805471e+03 -9.148042361235121689e+01
-1.413227170449574942e+03 -1.209254075326057318e+03 -9.196397312586660178e+01
-1.419377564915259200e+03 -1.215759323548776138e+03 -9.445943620156191400e+01
-1.431984334408784434e+03 -1.216683979043209320e+03 -9.243996867688551333e+01
-1.440992581506025999e+03 -1.212507510608953680e+03 -9.334300642198141418e+01
-1.446015444165297595e+03 -1.213323713246546504e+03 -9.223444390200123166e+01
-1.450540449283682392e+03 -1.207444246427003691e+03 -9.095624239468216388e+01
-1.446724222037283198e+03 -1.204589392054746668e+03 -9.104306763426899352e+01
-1.413316912935310029e+03 -1.206102488037985950e+03 -9.133721853049763695e+01
-1.417285742685425703e+03 -1.200118322106511414e+03 -9.091520926480990283e+01
-1.422503745354008515e+03 -1.208362484693850092e+03 -9.081475850879377276e+01
-1.433197732854005608e+03 -1.208353886999432461e+03 -9.062220475934785213e+01
-1.434113078269642301e+03 -1.208488072668789073e+03 -9.111995218622124071e+01
-1.423602703045807402e+03 -1.211110382936008364e+03 -9.134658906217984509e+01
-1.418701187792477867e+03 -1.213889557974461468e+03 -9.155569818122307879e+01
-1.409477662948103216e+03 -1.217850228257349045e+03 -9.181701304237103045e+01
-1.430403606857203158e+03 -1.211863529600682341e+03 -9.132929791881986148e+01
-1.448368084830124417e+03 -1.206374545076524100e+03 -9.046448535721094686e+01
-1.436982708360936840e+03 -1.212691007392468237e+03 -9.147625854794736711e+01
-1.416618589113925964e+03 -1.214533572988430251e+03 -8.972133280507415520e+01
-1.414786805437955991e+03 -1.210426362159794280e+03 -9.081652562684462282e+01
-1.417274910126862551e+03 -1.208239030216675928e+03 -8.948567278972419103e+01
-1.414098826432173382e+03 -1.210472651958618371e+03 -8.898799504663713833e+01
-1.401321902046866626e+03 -1.208410955316205900e+03 -8.951686395841909416e+01
-1.422100937773202077e+03 -1.209036508659211449e+03 -8.944721200878768741e+01
-1.417038571893750486e+03 -1.216348388144747332e+03 -9.063597729916011758e+01
-1.418845943197538418e+03 -1.211517368951369463e+03 -9.102166418268507186e+01
-1.415350327274059282e+03 -1.216573345128640995e+03 -9.153092482450921352e+01
-1.403290631779836303e+03 -1.211447416624896505e+03 -9.045658068526714146e+01
-1.413294094201320377e+03 -1.213923297066327450e+03 -9.046006882340145694e+01
-1.410589108711459630e+03 -1.215972427553973148e+03 -9.114453948386238835e+01
-1.421588016029293158e+03 -1.206464712230886562e+03 -9.207657234859098594e+01
-1.440919532732196330e+03 -1.208858426674659540e+03 -9.321300045154322333e+01
-1.436369932821231941e+03 -1.204707738472323172e+03 -9.143149248160227671e+01
-1.456391001481276362e+03 -1.204598334138578593e+03 -9.047439084447643154e+01
-1.435635593596898389e+03 -1.209438650132716475e+03 -9.014459885451327636e+01
