influence.1.1		influence.1.2		influence.1.3		influence.1.4		influence.1.5		influence.1.6		influence.2.1		influence.2.2		influence.2.3		influence.2.4		influence.2.5		influence.2.6		influence.3.1		influence.3.2		influence.3.3		influence.3.4		influence.3.5		influence.3.6		influence.4.1		influence.4.2		influence.4.3		influence.4.4		influence.4.5		influence.4.6		influence.5.1		influence.5.2		influence.5.3		influence.5.4		influence.5.5		influence.5.6		influence.6.1		influence.6.2		influence.6.3		influence.6.4		influence.6.5		influence.6.6		
0.000000000000000000e+00 8.403160054587679895e+00 8.127512991799586972e-01 5.327160781773318199e+00 9.888911836213424067e+00 7.947625618045623952e+00 5.598143744452400636e-04 0.000000000000000000e+00 9.403809577100819439e+00 5.902792857152300954e+00 4.788571153900332278e-01 4.619777897154136938e-05 9.579112380003675042e+00 3.787936436960716411e-04 0.000000000000000000e+00 3.025721268249794704e+00 2.592361703753067140e-08 1.105158640401114487e-10 5.387264285162901567e-01 3.170336197533197344e-10 7.621459257062294768e+00 0.000000000000000000e+00 5.301110074665126015e-03 1.446854739319026972e+00 5.525755611716989257e+00 5.772692463551813772e-05 2.331799899688885742e-04 1.043874804581617965e+00 0.000000000000000000e+00 1.427327874452928244e-04 6.261136257430421459e+00 7.427681274637512487e+00 3.956188840827631664e-05 5.382528560182490513e-05 2.017738102988947929e-06 0.000000000000000000e+00
0.000000000000000000e+00 7.791419548315747790e+00 1.423082079739578898e+00 2.686223882513901984e+00 3.569674616586718585e+00 6.447664965303271600e+00 5.943993751880313715e-04 0.000000000000000000e+00 4.365524108424035710e+00 4.442133874704948582e+00 7.183392898643919944e-01 1.814689592133645989e-05 9.456379434167811127e+00 1.404841822351085871e-04 0.000000000000000000e+00 2.413065811353219736e+00 8.887025868603227031e-08 5.202197684494317414e-10 5.803831503991900842e-01 3.094819591804400935e-10 3.940473076064206381e+00 0.000000000000000000e+00 3.361891619584684871e-03 5.660853308690516617e-01 3.522380896970545017e-01 9.827511948517039147e-05 7.809704567263240499e-05 3.921986933646204321e-02 0.000000000000000000e+00 8.983565026731994002e-05 9.462965306502850282e+00 6.866128514810974082e+00 2.535043993915126709e-05 8.140526252815740002e-05 1.078957985401677547e-06 0.000000000000000000e+00
0.000000000000000000e+00 9.972634745568734971e+00 4.735786332643641572e+00 7.081774033269744528e+00 9.159906174432522974e+00 7.731232205196270080e+00 2.624633959196373502e-04 0.000000000000000000e+00 9.740019907544949618e+00 4.830615246583783495e+00 2.979333559277418941e-01 1.355938201281038915e-05 9.688225417562676967e+00 7.299794395996234793e-04 0.000000000000000000e+00 5.905008691755522676e+00 4.794535824355132582e-08 1.322901501148569867e-10 9.476041783630029247e-01 9.451618251330388018e-10 5.604951545679707436e+00 0.000000000000000000e+00 1.084328693737892290e-03 2.683015681747093484e-01 8.357419584033735305e+00 3.274213529326613215e-05 2.763981063284534937e-04 5.143203661567561508e-02 0.000000000000000000e+00 2.244754801777365158e-04 9.622979801211799966e+00 5.043292464085901372e+00 5.803489273662805768e-05 2.624724424189578908e-04 1.934024678615416849e-06 0.000000000000000000e+00
0.000000000000000000e+00 7.347123228101147596e+00 6.029997267946252126e-01 1.005394025877501818e+00 9.620282560467305899e+00 5.338125535507511898e+00 4.533374867316940660e-04 0.000000000000000000e+00 5.358246675345183618e+00 7.847515862664921293e+00 3.593161815891642297e-01 2.872190312351532196e-05 2.771942731291363593e+00 7.783887349630081798e-04 0.000000000000000000e+00 3.204777503760207757e+00 3.361668955206153707e-09 4.166643751848265133e-11 1.020886732039146372e+00 1.273055419681305523e-09 7.024149187956776785e+00 0.000000000000000000e+00 1.474298451041736700e-02 1.196305703137191534e+00 7.499044179377334363e-01 4.208843795743905320e-05 1.635860943239444228e-04 3.388504795441010797e-02 0.000000000000000000e+00 1.006117947427696439e-04 7.955833188073590634e+00 2.442304065335259899e+00 3.732863802424027806e-05 1.254940063744318813e-04 1.853460765160229408e-06 0.000000000000000000e+00
0.000000000000000000e+00 7.307436215159553328e+00 7.679195403674967224e+00 9.694656962859998117e+00 6.310179540712437252e+00 2.932829365654049170e+00 2.436171714077094326e-04 0.000000000000000000e+00 2.690435858948558856e-01 5.950995905499506300e+00 3.062844948304738191e-02 2.762487210858164188e-05 6.126994139241604742e+00 9.758479384357312061e-04 0.000000000000000000e+00 2.257552936882505357e+00 9.197065167039132801e-10 5.189768713505740303e-11 3.040662249059428723e-01 1.883301921241912865e-10 4.537539463952389163e+00 0.000000000000000000e+00 1.275135620623031943e-02 9.413487201078827304e-01 1.650814995755426617e-01 1.288281677369789956e-06 4.622934178077664252e-04 3.485093105362468968e-02 0.000000000000000000e+00 1.258804056872730082e-04 9.001183206697323413e+00 3.979198192404118650e+00 5.355486232764293585e-05 1.249576814148805790e-04 1.127189508151424542e-06 0.000000000000000000e+00
0.000000000000000000e+00 7.851395675932085538e+00 9.847335097849462926e+00 8.878421432225573895e+00 5.653183473982122287e+00 3.685105385322450466e+00 2.777942329760465937e-04 0.000000000000000000e+00 3.669663165193319809e+00 8.608436000008008904e+00 3.191784413341649390e-02 1.982025936532398722e-05 9.869100489809650156e+00 3.419840995810639731e-04 0.000000000000000000e+00 3.222255156097397766e-01 2.383490402948514793e-08 1.832280037471406981e-11 4.084232502488637784e-01 1.237925281282187593e-09 2.033107845141399750e+00 0.000000000000000000e+00 5.282637867150509134e-03 7.295522407416432653e-01 1.835174494470430961e-01 4.738459715414716767e-06 5.791297463953574715e-04 1.416981233240464932e-02 0.000000000000000000e+00 4.258954939635487490e-05 9.631564306300957057e+00 4.277906784673636942e+00 5.578294065825407759e-05 6.035147624536012136e-04 5.396742002928051688e-06 0.000000000000000000e+00
0.000000000000000000e+00 5.591325135345973862e+00 4.681625674553632876e+00 5.627385206214542634e+00 4.211665570050421969e+00 8.379699521590900702e+00 6.277759285860603795e-05 0.000000000000000000e+00 8.321732977647707585e+00 8.632389376077874488e+00 6.435338273484982052e-02 1.337782370001907015e-05 6.776370821734936101e+00 5.698107044849932577e-04 0.000000000000000000e+00 8.213068891291270823e-01 3.113490199919045726e-08 3.827634856617447295e-11 3.889909943947340021e-01 1.684049119422148581e-09 3.907841524540974554e+00 0.000000000000000000e+00 4.660665736097111683e-03 2.780201001786812842e+00 3.591174742427802880e-01 7.281312788797910578e-05 4.625974439405602327e-04 5.211735139279178447e-02 0.000000000000000000e+00 3.026898787074533187e-05 9.472131747920570888e+00 5.359146056631894695e+00 6.987375504709690750e-05 6.227444783974036679e-04 9.851920647723385303e-06 0.000000000000000000e+00
0.000000000000000000e+00 3.387009073120581526e+00 2.295048906777188424e+00 4.954283375852652327e+00 8.870705766320947205e+00 9.744870198136638351e+00 3.784820511597271700e-05 0.000000000000000000e+00 7.009267936441250235e+00 3.143623681981733142e-02 1.136009667013290897e-01 2.950241335751635708e-05 9.831820805991558387e+00 9.550256220625263524e-04 0.000000000000000000e+00 4.293437136738772253e+00 6.906019896943928112e-08 2.891677151988860730e-11 8.269238389241075071e-02 7.273796819293331896e-09 1.708091522115176009e+00 0.000000000000000000e+00 3.252096730387404964e-03 1.023707281229006227e+00 7.895126950678477584e+00 2.136681109571927353e-05 1.195550467140570018e-03 4.481769177334833654e-02 0.000000000000000000e+00 3.131560658444973704e-05 9.022238175002353699e+00 9.682305549087981689e+00 2.664267608275122521e-05 6.256097995642649016e-04 1.471493322614015173e-07 0.000000000000000000e+00
0.000000000000000000e+00 6.274773735629947780e+00 5.990921944619053363e+00 6.014722943507218922e+00 7.174036422840877947e+00 8.056856964121761777e+00 1.404084567093310438e-05 0.000000000000000000e+00 5.904551076343816263e+00 7.544319280397193683e-02 2.150323357459758555e-01 2.140743306682682632e-04 2.527889444993858259e-01 4.746262574882524621e-03 0.000000000000000000e+00 5.363142652029562196e-01 3.410889626719945936e-08 5.121453363412461556e-11 4.132732476006872879e-02 2.401355523164863713e-09 1.419655171839645513e+00 0.000000000000000000e+00 3.222634814411137749e-03 1.023789505846546488e+00 2.542564818633353596e+00 1.925443662527655543e-05 1.103502413009107078e-03 2.593137467885058348e-02 0.000000000000000000e+00 2.488883192170454357e-04 9.570302330657897372e+00 9.006570639412025514e+00 6.917214387535109058e-06 5.447548156613159914e-04 2.947958880480450642e-07 0.000000000000000000e+00
0.000000000000000000e+00 9.597951219318945348e+00 6.231396161193684335e+00 9.750656669908730478e+00 6.563354137230751562e+00 7.870121326390325578e+00 1.756854440180517939e-05 0.000000000000000000e+00 5.972330699952540733e+00 1.638546742992582489e-02 3.815129010329430526e-01 3.831355351225468434e-05 5.883967584229258030e+00 4.557099595798423837e-03 0.000000000000000000e+00 1.574603346540950133e+00 2.900223800739060433e-08 3.230038274877379896e-11 4.880796751611570471e-03 1.201145004992110436e-07 2.679699201097685002e+00 0.000000000000000000e+00 4.782764342633785172e-03 9.862486482346104477e-01 6.644386756272657735e+00 1.120077658705568507e-05 2.207500868178828568e-03 3.349564793552851222e-02 0.000000000000000000e+00 2.613127285808267814e-04 8.982801482880914179e+00 6.835981917296461319e+00 1.971457095566668172e-05 3.371246129207777775e-04 2.807636106130547070e-07 0.000000000000000000e+00
0.000000000000000000e+00 7.715732732758541879e+00 7.308822493342109539e+00 8.823260157595747444e+00 6.425763598523622555e+00 2.600473112634995587e+00 3.506148875831930067e-06 0.000000000000000000e+00 2.969687174447284139e+00 3.591334657356318516e+00 1.103157500898479082e+00 2.162961912662456028e-05 2.964106939469164370e+00 3.614128556036166852e-04 0.000000000000000000e+00 1.374939867865667020e+00 5.599539945918140892e-08 3.062556227289682212e-11 5.264066002601498415e-03 2.119865007700489083e-05 5.741322630939067473e+00 0.000000000000000000e+00 1.727168281302541089e-02 2.923345407848846556e+00 7.720453548749358852e+00 1.616284859149579744e-05 1.583268619805431026e-03 3.295284892455202508e-02 0.000000000000000000e+00 1.090025666456046762e-04 9.430562612172121106e+00 3.856116251349724244e+00 1.121535401070926648e-05 3.835890146455208830e-05 1.590261382599189503e-07 0.000000000000000000e+00
0.000000000000000000e+00 9.902513563254110807e+00 4.258271881629978495e+00 7.365650738884083282e+00 4.127087731848480878e+00 4.137381514764748580e+00 6.852360319453500993e-06 0.000000000000000000e+00 7.505325345028834860e-01 6.411730042050043821e+00 4.408098100427823240e+00 6.928127071216662141e-05 5.277391159263126852e+00 1.807495653455017115e-02 0.000000000000000000e+00 1.701467676383241701e+00 2.237763145900303718e-07 1.170484755223146199e-10 1.036312208501835169e-01 1.357047500109146281e-05 6.466388883470756355e+00 0.000000000000000000e+00 1.945644118879142834e-02 9.194679127410122277e+00 6.634644670423299750e+00 6.188172864523865449e-06 2.544036211470591426e-03 2.914601968116220174e-02 0.000000000000000000e+00 4.106306348931737640e-05 9.245492600735687461e+00 2.160596697783148668e-01 2.680485679577597946e-06 2.510359466591378434e-05 2.268839572799088251e-07 0.000000000000000000e+00
0.000000000000000000e+00 9.573205262442391117e+00 9.591500392946091580e+00 3.303985157210428625e+00 3.232368702803571026e+00 8.781250108389647480e+00 8.452707575344295635e-06 0.000000000000000000e+00 9.867197263867411028e-01 5.495183288517509368e+00 5.860865633384099382e+00 3.913500969703670240e-05 5.329759235597681055e+00 4.780363540227179631e-02 0.000000000000000000e+00 3.487348250596327581e+00 1.424873524100341215e-07 3.779357385294408262e-10 1.374699436269594122e-01 2.049948501001162260e-05 6.420933019181634727e+00 0.000000000000000000e+00 3.933891553672805644e-03 7.186646973528033833e+00 8.433676770546759016e+00 8.723155757832226065e-06 2.257997939321528327e-02 2.554518325221286634e-01 0.000000000000000000e+00 3.357995787451078693e-05 9.496545356722588593e+00 4.582185083463025110e-01 2.410503851539319574e-06 2.871649640603676391e-05 4.927423303657601411e-07 0.000000000000000000e+00
0.000000000000000000e+00 9.659057731010546988e+00 5.908339307464531842e+00 2.588296049686525380e-01 2.126988520088559653e+00 7.402292000279719897e-01 7.630868508859726344e-06 0.000000000000000000e+00 7.519469778702932317e+00 6.501533712696161871e+00 9.985259823058408202e+00 2.151179366909963266e-04 8.279865290363787267e+00 5.130018497583038219e-03 0.000000000000000000e+00 7.484084862201820787e-01 3.888565208793545193e-05 2.707005150060103612e-09 1.989056204916891668e-01 3.039760400837891369e-06 3.315467081438426611e+00 0.000000000000000000e+00 2.962777872107876572e-03 7.443057730883495537e+00 7.388359979061053906e+00 2.347195302860294704e-05 9.467045802983076186e-03 2.276679558321319935e-02 0.000000000000000000e+00 1.406018134731775580e-06 8.651496348566150019e+00 5.452393630731173779e+00 2.898884877759865195e-06 2.788715475893530394e-05 1.276022253973439869e-05 0.000000000000000000e+00
0.000000000000000000e+00 9.114579220898139766e+00 2.060926337144847409e+00 3.476108562343682706e-01 6.276577609987135986e+00 2.511698651729226128e+00 4.948299029659692437e-06 0.000000000000000000e+00 9.909610662839321904e+00 8.049318730463603799e+00 2.427934669880789098e+00 6.042520831521547287e-01 3.260973959404951827e+00 5.525884141241132184e-05 0.000000000000000000e+00 2.278549936693652633e-01 2.036529304518705001e-05 9.564662974087444062e-10 7.771374340138071934e-01 6.077072265411122997e-06 9.815050675280989623e+00 0.000000000000000000e+00 3.092793218678378721e-03 9.058568892602142597e+00 9.210808758332051482e+00 1.004500469621620903e-05 8.337392473875061480e-03 2.278414489891267269e-02 0.000000000000000000e+00 1.064004569521232156e-06 9.073324223659698262e+00 5.181837815166809413e+00 4.003571836832866313e-06 5.324913107397416176e-05 1.877240992781124173e-05 0.000000000000000000e+00
0.000000000000000000e+00 9.114260181810770689e+00 1.296561533921092302e+00 1.144487133628185438e+00 4.225402108631426401e+00 2.919944010547395052e+00 2.832155834759841334e-06 0.000000000000000000e+00 5.718620290833861475e+00 7.889901745899258856e+00 2.612372023838743562e+00 3.312535378718356460e-01 2.935014915178473238e+00 2.435322468145322710e-04 0.000000000000000000e+00 5.373821930407087777e-01 2.622596752893916565e-05 9.645380400573953913e-10 2.683133543316418290e+00 1.623687043367030305e-05 9.616293867812501617e+00 0.000000000000000000e+00 7.532247467640721013e-03 3.549662323915259599e+00 9.842321285937205566e-01 1.938232854714758556e-05 4.718869268969158592e-02 2.093593204054438814e-02 0.000000000000000000e+00 2.412370827169590108e-06 8.764069727041240654e+00 2.439409954390532320e+00 2.763899954775598535e-04 1.489237509471028379e-04 1.697772505542850807e-05 0.000000000000000000e+00
0.000000000000000000e+00 9.003373864379648595e+00 4.532871507390260568e+00 5.547088166629051464e+00 1.299394086045132513e+00 3.810764809954381160e+00 8.119276442637428940e-06 0.000000000000000000e+00 4.353053260750922249e+00 9.910080156633554793e+00 2.663949879505512541e+00 4.169205839363506194e-01 2.045334316495899252e+00 1.098047850397867520e-04 0.000000000000000000e+00 5.290156415088896225e+00 1.726165701053532139e-05 4.725162563818139021e-10 4.685786505971460514e+00 1.083577734590653968e-04 3.949809532739645412e-01 0.000000000000000000e+00 1.024151198295426279e-01 6.700940940266608692e+00 5.825778993331590661e-01 2.749293159919692815e-05 6.037942274390576541e-02 4.243825747263735987e-02 0.000000000000000000e+00 6.407059611637892630e-07 7.268689775642912743e+00 2.160130425598017823e+00 7.160366499853363466e-06 1.088287750074841279e-04 4.391446634625227092e-05 0.000000000000000000e+00
0.000000000000000000e+00 6.648510810536528481e+00 5.454335855583964943e+00 1.981175277538519408e+00 1.444266714854605116e+00 4.359724249396191631e+00 2.901037652344434561e-06 0.000000000000000000e+00 8.099822087029780349e+00 7.372082852407443099e+00 1.100245125669494506e+00 3.194583602912992593e+00 3.302821658616459821e+00 1.679912248375762285e-05 0.000000000000000000e+00 4.346568781910352897e+00 2.847991179015123058e-05 1.069031884525228856e-10 8.667957832388495376e-01 1.449307032292109843e-04 2.858501475206596254e-01 0.000000000000000000e+00 1.345178474723352779e-01 6.477863500434312805e+00 6.950820984185652751e-01 4.199122233138378405e-04 7.939994072581064988e-02 1.282360628709408590e-01 0.000000000000000000e+00 6.904915059503796399e-07 9.844517797857001540e+00 5.808000950521910788e+00 2.135892820058678333e-05 1.748980328153663553e-04 2.438200818190606480e-05 0.000000000000000000e+00
0.000000000000000000e+00 8.623458136896665849e+00 5.310361937355997597e+00 9.052393283380233413e-01 4.279784161892496996e-01 3.029809690183071780e+00 2.835321185022126053e-06 0.000000000000000000e+00 9.451396698499467064e+00 5.640209242495561881e+00 2.570937319494740469e-01 3.745191988154385587e+00 2.816656209070517392e+00 1.072669489528902961e-05 0.000000000000000000e+00 7.598136558877931712e+00 3.811116596972442914e-05 6.414598974876753284e-11 7.531331931652855971e-01 2.323205184650451187e-04 6.841698644296997922e-02 0.000000000000000000e+00 7.151821323457215052e-02 1.165754096806387308e+00 4.663289026601759701e+00 8.309067229875416504e-04 1.653161455986004724e-01 3.965906241265618526e+00 0.000000000000000000e+00 5.195811571265423939e-07 8.627268166891504109e+00 6.096690784918087580e+00 2.167447871423074134e-05 2.471315537723791245e-04 1.013072637007782284e-05 0.000000000000000000e+00
0.000000000000000000e+00 7.590380963287909566e+00 5.525669972284919851e+00 2.316495297590157598e+00 8.284530474885087870e-02 5.286080702369323703e+00 1.780146746026368206e-05 0.000000000000000000e+00 9.804432195120062588e+00 6.546714360068699889e+00 3.417114687787890515e-01 1.930798263749995414e+00 2.482493677065891191e+00 3.663215070800653745e-05 0.000000000000000000e+00 6.802084577825605827e+00 1.165745306994132264e-05 8.804616780908023319e-10 3.126057477577217081e-01 2.356397199210051596e-04 8.833953549697276530e-02 0.000000000000000000e+00 8.841441210319038457e-02 2.767989807555837789e+00 3.143909634599206804e-01 1.124571151939433898e-03 6.368194707442882407e-01 2.380397633078882969e+00 0.000000000000000000e+00 8.438278281668608472e-07 9.749269407668478493e+00 6.718284710605211707e+00 4.053316928541001857e-06 8.121524143608952178e-04 2.333130568761430102e-05 0.000000000000000000e+00
0.000000000000000000e+00 6.405379071897233878e+00 9.578435644219444711e+00 3.955189488983275048e+00 3.785626416035853953e-02 4.736459968288990297e+00 1.383122299207968314e-05 0.000000000000000000e+00 9.853965186722042802e+00 7.695718187151568301e+00 1.483041265550766985e+00 2.336589713816983771e+00 1.246322278605597189e+00 3.979672022829974743e-04 0.000000000000000000e+00 5.362572493967322274e+00 1.730327488544261182e-06 3.672474006693020225e-10 8.945528762081361718e-02 1.108249495804852151e-04 1.576052469825998253e-02 0.000000000000000000e+00 3.380550744575233635e-01 4.042282517925201546e+00 7.182776292636456894e-01 1.104906611747053999e-02 2.071569942630393235e-01 4.788618773247439897e+00 0.000000000000000000e+00 2.842004095917004423e-06 9.776128957788992935e+00 4.822293715233623601e+00 4.590526520176980746e-06 5.206757926511943130e-04 1.578852272865578982e-05 0.000000000000000000e+00
0.000000000000000000e+00 5.239678010737062408e+00 5.264892518236108376e-01 7.252806477754180747e+00 5.059963610973878395e-02 6.602676103363908311e+00 1.797670022767882433e-05 0.000000000000000000e+00 9.914640385173928649e+00 7.844686471219945112e+00 5.367829685226412906e-01 1.771472468350453244e+00 3.329577300781175531e+00 3.319970581621022499e-04 0.000000000000000000e+00 9.566162214484547732e+00 7.243601880469884145e-07 2.956832845546726443e-10 4.354490885464178618e+00 7.357682160148225998e-04 1.567263988502878291e+00 0.000000000000000000e+00 1.626266649180181378e+00 2.176959513539298730e+00 5.131757731082778662e+00 5.547484139082171223e-03 1.624446835753771134e-01 4.612443744478035512e+00 0.000000000000000000e+00 3.976195273728683222e-06 9.747647216082238941e+00 7.457702727722605118e+00 8.081708899402999900e-06 3.687107044130064418e-03 3.777794843409332075e-05 0.000000000000000000e+00
0.000000000000000000e+00 6.269773415700290009e+00 4.234759696993748990e-01 7.601682309400785265e+00 6.134242942467572901e-02 6.003334712623729530e+00 4.032815129122231819e-04 0.000000000000000000e+00 3.995827774417624045e+00 5.675563111348160383e+00 4.297607757756143898e-01 2.867423835641039531e+00 6.068457364070589222e+00 1.144178723567881644e-03 0.000000000000000000e+00 6.202797414043908830e+00 2.506110065844586726e-06 1.553883513318448581e-09 4.237294305760915258e-01 1.462316806199474492e-04 8.147892147678920338e+00 0.000000000000000000e+00 1.322484941773620193e+00 1.088732624576303154e+00 7.683189867026164244e+00 1.096542417403025549e-01 1.785712044573289914e-01 1.074222166708852511e+00 0.000000000000000000e+00 7.681300859635608745e-06 9.491776556427458544e+00 9.001672862891380689e+00 1.161429071521301545e-05 5.772967889740012945e-03 7.383912803479956034e-04 0.000000000000000000e+00
0.000000000000000000e+00 6.158456616771786685e+00 2.100982658156507199e+00 8.739174573152290293e+00 2.106040648020973904e+00 5.545554913918321560e+00 7.565784666700481375e-04 0.000000000000000000e+00 7.919044685302027098e+00 6.447389510559514036e+00 2.932708053894975686e-01 2.728317392187198376e+00 4.584330551144885746e+00 1.548927729331529314e-02 0.000000000000000000e+00 9.491100692979506093e+00 4.966414664227725911e-06 2.371237245789078402e-09 1.449080798605060005e+00 1.660730650540238003e-05 2.274133254889813660e+00 0.000000000000000000e+00 3.614131948626713164e+00 6.311372576952719582e-01 9.474754843715366803e+00 3.452871880172424246e-02 1.303980666131218380e-01 1.184505999997650383e-01 0.000000000000000000e+00 6.856781934917791586e-06 7.719690635008737090e+00 8.708547094152491397e+00 1.560592064921783887e-05 2.446753817594564048e-02 1.037980084109914325e-03 0.000000000000000000e+00
0.000000000000000000e+00 9.778574942995811980e+00 3.447145268699431941e+00 7.857431273858206389e+00 8.979999663040041824e+00 2.420263024033759702e+00 7.663489785266100300e-04 0.000000000000000000e+00 8.357226378436317660e+00 6.769763645417306464e+00 1.621565322663766628e-01 2.681233555215913000e+00 9.811349863631178891e+00 1.793882462539608813e-02 0.000000000000000000e+00 9.465432397177615087e+00 2.944764152322218678e-06 3.981961063019150853e-09 2.073434129245551372e+00 5.426281134285837688e-04 3.350621049765287740e+00 0.000000000000000000e+00 1.910814756878211007e+00 6.101873422192655161e-01 6.786546168250705335e+00 5.918626060415901197e-02 1.803909154900068187e-02 9.994731039928646255e-02 0.000000000000000000e+00 8.068983119007366030e-07 9.506637902259805983e+00 7.899128936882210184e+00 8.409466057940392626e-06 4.312442054898868102e-03 3.457618831164316385e-04 0.000000000000000000e+00
0.000000000000000000e+00 8.230418698855274329e+00 5.863730292007876876e+00 2.518547486282975978e+00 3.324706516783827226e+00 2.260655008297235646e+00 1.180083964125223841e-03 0.000000000000000000e+00 7.535567906714694786e+00 3.586407416893337974e+00 1.500116731941598114e-01 5.283890738460583769e+00 9.751016691637028444e+00 1.342147552550183517e-02 0.000000000000000000e+00 1.196684094654582031e+00 6.159998620897527936e-06 4.641495585212589788e-09 1.380646819612478815e+00 1.501139845550782245e-03 3.277935843936212734e+00 0.000000000000000000e+00 2.345982183779482533e+00 8.743820331588064931e+00 8.893327201204137111e+00 1.563758557298734059e-02 1.958845377099340673e-02 9.819111760419696553e-04 0.000000000000000000e+00 1.058070834205720538e-06 9.790598902325974962e+00 8.067938206096259890e+00 7.641386936807370052e-06 2.682722134790939406e-02 9.200209749083561284e-05 0.000000000000000000e+00
0.000000000000000000e+00 5.567266328078294357e+00 7.582157099519796439e+00 2.938019793766731169e+00 7.931004062733977733e+00 2.603174415589596169e+00 2.698604315010376571e-03 0.000000000000000000e+00 6.867116900480713326e+00 7.703641062356252789e+00 6.847274777780677779e-02 5.978636214609545974e+00 9.763972300063638698e+00 4.173005952911323924e-02 0.000000000000000000e+00 1.810867520144230358e+00 7.968873222328352860e-06 9.312742252912296486e-10 1.286547757410246628e+00 5.815719688737454665e-03 5.718973225780480618e+00 0.000000000000000000e+00 9.899017611246009596e-02 7.147326672724179986e+00 4.715088311218705641e+00 1.086589905941735268e-01 1.131163207428045742e-01 8.660123743616110351e-04 0.000000000000000000e+00 9.262497307984595243e-07 8.431263614370273274e+00 9.108939994831592557e+00 5.193173031414683400e-06 2.490813834892315407e-02 3.901562160623874329e-05 0.000000000000000000e+00
0.000000000000000000e+00 6.851049496502316316e+00 9.389181775472749791e+00 5.899996527882795050e+00 5.813208250157010148e+00 4.850655267040661300e+00 1.244659299835829732e-03 0.000000000000000000e+00 8.119938580989677135e+00 1.397995438332044760e+00 9.112830929556317572e-02 5.471651279601726259e+00 3.480475386031631757e+00 6.090916393728729172e-01 0.000000000000000000e+00 4.566147676085721585e+00 1.240212450091058727e-05 1.477683509620555638e-08 1.111475419440347778e+00 2.826484132455842069e-02 6.582948937713331006e+00 0.000000000000000000e+00 1.549220956584440867e-01 4.079423151886839349e+00 3.049731790827597600e+00 6.391599058349700657e-02 2.085569401115199006e-01 7.103321937385672236e-04 0.000000000000000000e+00 1.441905066416358484e-06 3.349541139388820365e+00 2.399899009348215095e+00 3.854616124263336565e-06 3.707068191220327241e-02 7.358665323962181536e-05 0.000000000000000000e+00
0.000000000000000000e+00 7.613140295433459492e+00 6.844673536604824804e+00 7.608816466752434948e+00 5.028354735063938818e+00 2.237641446032694770e+00 1.152347980361299266e-03 0.000000000000000000e+00 7.950610431450874316e+00 5.575744270968773009e+00 2.045796387937010713e-02 1.885504478740046119e+00 6.492291690906998092e+00 2.776301004976522990e-01 0.000000000000000000e+00 6.018316665847699198e+00 4.514882661200442660e-05 2.315316765988416504e-09 7.635336184346654953e-01 1.889410333780561918e-02 3.034281386420278004e+00 0.000000000000000000e+00 8.559675446290435086e-02 2.279460437872756984e+00 7.100934625072353512e+00 6.545941702614914426e-02 7.148365989474103621e-02 1.110659408537455119e-03 0.000000000000000000e+00 7.906673229197358908e-06 5.532112010119975665e+00 1.900780041788879826e+00 3.056439241805873939e-06 4.866350421581699254e-02 1.983678755234739036e-05 0.000000000000000000e+00
0.000000000000000000e+00 9.461313984984247583e+00 6.434369122055921153e+00 1.115475750081121875e+00 7.638425901476671775e+00 1.034916803811503083e-01 1.141718119712745814e-05 0.000000000000000000e+00 7.159114826553277133e+00 2.387687570660423919e+00 1.103182651391930967e-02 6.040860719450064309e+00 9.626883410831609922e+00 5.477892269709486728e-01 0.000000000000000000e+00 9.091451002019579342e-01 7.339772543730036143e-05 1.948822238729995224e-09 3.285685366606113433e+00 4.577286038752160190e-04 1.402914180652642395e-01 0.000000000000000000e+00 5.897801953451368151e-01 3.763084003470469341e+00 9.528281364166026890e+00 1.140335840121627919e+00 5.228648239392585245e-02 2.771404171102796851e-04 0.000000000000000000e+00 3.551225174372325393e-05 5.950054605751348369e+00 4.359786686995981597e+00 2.594657976871714996e-06 5.569696414375630011e-02 2.612103092866128014e-05 0.000000000000000000e+00
0.000000000000000000e+00 9.959526568544644576e+00 7.174504157074440336e+00 4.069560719506732482e+00 7.813045250721239121e+00 1.445227545772364425e-02 3.944948008511507567e-05 0.000000000000000000e+00 9.216484447403894720e+00 2.597937157023987531e+00 8.759006859757665839e-03 8.012583305534370925e-01 5.441324282115630240e+00 1.490647204846194729e+00 0.000000000000000000e+00 2.408237988177175382e+00 7.422605177252173910e-05 3.466712602984664846e-09 3.264882806832002160e+00 5.307647372473856608e-05 5.003742430728838064e-01 0.000000000000000000e+00 5.522547063910272502e-01 5.676648015989158580e-01 5.691590849070722768e+00 2.756490752331395289e-01 3.581232365428619474e-02 9.631250468891512585e-05 0.000000000000000000e+00 3.860823411927701845e-05 8.186960180991388114e+00 4.869576169787817932e+00 6.466049524207125266e-07 1.559311068189007075e-02 9.296422673312733909e-06 0.000000000000000000e+00
