word.concentration.1	word.concentration.2	word.concentration.3	word.concentration.4	word.concentration.5	word.concentration.6	
9.735463168693870628e+00 8.224863056684020179e+00 7.689052741448247907e+00 8.567093251072856575e+00 9.768408056090667202e+00 9.318090922315898084e+00
9.254828425708495843e+00 9.736829981685879432e+00 8.729409846688357177e+00 7.485604845515180017e+00 9.651915479130364517e+00 9.913969381838880324e+00
8.792511657564354266e+00 9.396814221397789879e+00 8.445184083944450748e+00 7.979701086099586504e+00 7.951207348206930092e+00 8.187290735005070985e+00
9.134956936370867808e+00 8.527862874553662209e+00 8.365640249752109625e+00 8.368767486195153538e+00 9.265982713602010534e+00 7.310186691853155061e+00
9.077184949692751914e+00 8.813915722837606381e+00 8.168269105061014557e+00 8.716918239995685269e+00 7.356743556449028887e+00 8.451885970062315678e+00
9.551026613512570762e+00 8.702583024580363258e+00 9.165562532366315907e+00 9.619235640972902956e+00 9.331783559944708983e+00 7.021995462373760155e+00
9.222896962366181839e+00 8.832560057493648031e+00 8.788756419534802689e+00 8.079533412379916513e+00 8.354551546567815734e+00 8.968089099025768007e+00
7.621967184831433428e+00 9.888142040829780655e+00 7.306497637941698819e+00 7.910273437613854597e+00 6.953162778698928292e+00 9.802747426064037484e+00
7.810880710512066116e+00 9.570869980680134503e+00 6.907298552044107254e+00 9.150360230570937503e+00 6.257786267805163227e+00 8.435641364989381330e+00
9.321934910488135273e+00 9.341773839873836138e+00 9.238754755638385774e+00 8.612426684830758461e+00 6.500492823827955569e+00 9.566074606701061356e+00
8.878482864436161748e+00 8.110287723191053288e+00 8.733997801621047330e+00 8.597105596018646878e+00 9.443657776610866250e+00 8.634285910515478335e+00
9.789037489871155628e+00 7.993281357533586373e+00 9.924047459808267746e+00 9.953676491503637536e+00 9.888028959257120221e+00 8.166774494735644652e+00
8.705218705565133774e+00 9.612101227250780866e+00 7.506807256805827500e+00 9.310633332754914449e+00 5.169786034394784124e+00 6.166734307715127983e+00
9.127409754405778841e+00 9.524264451473495541e+00 9.191696553308661422e+00 9.944222729856564413e+00 9.238547387828642599e+00 6.598984756649066696e+00
6.933404277310095232e+00 9.835186786615583543e+00 9.928735954043764522e+00 9.870607674705111023e+00 5.482277719221055889e+00 6.530074991460594447e+00
9.230891684281015586e+00 8.858990635061188001e+00 8.047256688951573977e+00 8.964689922771777120e+00 8.605118347908431886e+00 7.280865380919333774e+00
9.220839430262685710e+00 9.817003321849037789e+00 7.652193726139941532e+00 8.521386322891785881e+00 9.111616514585170634e+00 9.363711114643750832e+00
9.556719485739318287e+00 9.728869703875895780e+00 9.280720531101334103e+00 7.964874866004993059e+00 9.565889519237082084e+00 7.911106772189290481e+00
9.545488731254920367e+00 9.492350837466283053e+00 8.484829372828302851e+00 7.467859960871147784e+00 7.031232461732232153e+00 9.533236303881077234e+00
9.994249085665087406e+00 9.363410987621556103e+00 9.359557260831650183e+00 6.684837778010205511e+00 6.217504733831285435e+00 9.656204060888425644e+00
9.968839421380016219e+00 9.189910404546738576e+00 9.913955775611700716e+00 9.586570758941739712e+00 6.723302231815906360e+00 6.422396835341629640e+00
9.932801279943804573e+00 9.147652822749169133e+00 8.873670082432786543e+00 9.291958088086088807e+00 9.436738832170886937e+00 7.199263818261563586e+00
9.810239598455225973e+00 9.909805716963957067e+00 8.385142846923619331e+00 7.983639868959213182e+00 9.255131899012027930e+00 6.879763672431955079e+00
8.736112421217326229e+00 9.960675582371754544e+00 8.045849683256992790e+00 9.337448555774860992e+00 8.572899118687463016e+00 8.991610954752557561e+00
9.420401594569252524e+00 8.831569280773628350e+00 8.501501170239484040e+00 8.249662109666287435e+00 8.634970465641083948e+00 9.300606021636545151e+00
9.767793264840943124e+00 8.768710025995765989e+00 8.384903823736950201e+00 8.454732874757402428e+00 5.722552438669604946e+00 8.550455697104549557e+00
9.616684876601793164e+00 9.485590178331573696e+00 6.757823674762936328e+00 9.110405457857899236e+00 6.092998341429176179e+00 7.675764684657515602e+00
9.493148508773407102e+00 8.513593350386623015e+00 9.201584493804412901e+00 9.945154946799830142e+00 7.753524495304613851e+00 8.913204159885280475e+00
9.428460077030187847e+00 9.619073570906852666e+00 8.443364061919254482e+00 8.267409971322628337e+00 7.291292329412548234e+00 8.900729765377027647e+00
9.335837576208099620e+00 9.771640907933576869e+00 6.493341117805435658e+00 7.557896428348095164e+00 8.705316711476395852e+00 9.342101660461432644e+00
9.098748118086152914e+00 9.615424051502373004e+00 9.251192389650785941e+00 8.825643727213897449e+00 7.205584613336195154e+00 8.563996757481309174e+00
8.475113723914766695e+00 9.810387681454653119e+00 9.909606214671750735e+00 8.591034272464717958e+00 6.245520822040397491e+00 7.545975830619505942e+00
7.935633428626490016e+00 9.374531513827218276e+00 8.507535442155571559e+00 6.370263586825949176e+00 6.960392961777041698e+00 6.603158729147919459e+00
8.025583552743858817e+00 9.177607834058854053e+00 6.275649278451857604e+00 7.513175061279976141e+00 6.924082409941865635e+00 8.387442782131159902e+00
8.325646431824750948e+00 9.483558403786940261e+00 9.430274174474039484e+00 7.103705718494450316e+00 9.945948175408659608e+00 6.256288871377092775e+00
7.467212473849303755e+00 9.836685443724451972e+00 9.357774009901616452e+00 8.461097384598987858e+00 4.912930144801295640e+00 8.749240594075763156e+00
8.138742884733972005e+00 9.747050768048991287e+00 9.124141893463633579e+00 8.256413303869335252e+00 6.784079645345792109e+00 8.278675623445115761e+00
8.215273889126438078e+00 8.351244967606421099e+00 7.105229634481648127e+00 8.236378526701566116e+00 6.015988064267991930e+00 8.437978814397887106e+00
9.510729450133368346e+00 8.281807699082079921e+00 6.817666245781961010e+00 9.566997359938742562e+00 8.559134253786037760e+00 8.072099400655609713e+00
7.470594177102626077e+00 9.702450806526226046e+00 7.392034743344532366e+00 9.833715423165118708e+00 8.331227817353287435e+00 8.021094604516685322e+00
9.477621638776131618e+00 9.572168128894267269e+00 5.949191178583022044e+00 9.250182708968058165e+00 9.462513389883850934e+00 8.093083601552997663e+00
9.183881306315019089e+00 8.797056192977217748e+00 6.487824559711986794e+00 9.460144234999898316e+00 6.540706382255315532e+00 8.961770926844346619e+00
9.591139996044264038e+00 9.194421918519978476e+00 6.865884601741230497e+00 9.107515191146557498e+00 6.100321731710967477e+00 7.056819367436973245e+00
8.993173184558626687e+00 9.269457605828600677e+00 9.199543625543789460e+00 9.373109161616424601e+00 5.754045242737120702e+00 8.785059196815680593e+00
9.971527833014723896e+00 9.687614548774373446e+00 9.440170830756027698e+00 9.480519085551044611e+00 6.159617921685469177e+00 9.820333953403055816e+00
9.916155461113859815e+00 9.824271950052894553e+00 8.966277826859954558e+00 7.734383264302673311e+00 9.107886953211979275e+00 9.919286671888102092e+00
9.990610260364675810e+00 9.975057079456773224e+00 7.907571792675390121e+00 9.098041128545894196e+00 7.419297728541799586e+00 9.366895238948030666e+00
9.865609625826463613e+00 9.883109130403175513e+00 8.918931417350977497e+00 7.323429017078164627e+00 8.073319089422700046e+00 9.071767417928676025e+00
9.924531858998697942e+00 9.733508365104125204e+00 7.915777789486384108e+00 7.595943243433921133e+00 8.626515409218923125e+00 8.586807398819352954e+00
7.876756322103433128e+00 6.669203705274082239e+00 6.827046142489222369e+00 8.776193373784465734e+00 5.506926829804080548e+00 8.828233819589369702e+00
9.040430486532679666e+00 7.542777612683370769e+00 9.505689250097210774e+00 8.797987585705243418e+00 5.146312990734731585e+00 9.919072095400773392e+00
8.342287247244810189e+00 8.711638417333524842e+00 9.294435748938729702e+00 6.335253817835166501e+00 8.742533507148587901e+00 9.777337420017055081e+00
8.040257866037283208e+00 8.140531776948877862e+00 9.356488686772195251e+00 7.757977028329671398e+00 6.029665509583820970e+00 9.954944191166113399e+00
8.547048511289428774e+00 9.665845686976842543e+00 7.015745368027657136e+00 6.907421234496577078e+00 9.627220821243781756e+00 9.926479315714921370e+00
9.880243236957241493e+00 9.877531861740223462e+00 6.071892410197789580e+00 7.276926338448181930e+00 8.727941105303896663e+00 8.888532812839144981e+00
9.933325887956790723e+00 9.769617751011075768e+00 9.771856642877809307e+00 7.706983079135553361e+00 8.942868554755596833e+00 9.238436872676237144e+00
9.611739240539499463e+00 8.445607234840693422e+00 9.633254934517928803e+00 9.466398198676998277e+00 7.076389634868277767e+00 8.690000572845940852e+00
9.913687915859510369e+00 8.505323794833241635e+00 9.279432454974909206e+00 9.911752265501256431e+00 5.217765457842560295e+00 9.797925014466761340e+00
9.796879951785705032e+00 9.203564210559004977e+00 7.940698335795423723e+00 8.840652986932219903e+00 4.441376258458017645e+00 9.804854411790193680e+00
9.810600522891176567e+00 8.716206895563576751e+00 9.850347213622239195e+00 8.157604567385977390e+00 3.882369176818155410e+00 9.874618444871503087e+00
8.865969502301759064e+00 9.724468422859830596e+00 9.254227667510452449e+00 8.231971079646775991e+00 8.605217214641776025e+00 7.516367153628123354e+00
9.700273945380423868e+00 9.611564899724390543e+00 8.471830670800457597e+00 9.533765374069275822e+00 5.951547042542615351e+00 9.994683973391369491e+00
9.908226923671028530e+00 9.824752697224091946e+00 9.553393870189935910e+00 8.439267198838988904e+00 6.202624105692200018e+00 9.424571778932728350e+00
9.712464990052135150e+00 8.183229121700454911e+00 9.922228291972441383e+00 7.681828159991208160e+00 8.622023929119121632e+00 9.526332743823060056e+00
9.535923661793940909e+00 8.312785513837104290e+00 7.298342906937237196e+00 6.155107448407718174e+00 7.267937070646237174e+00 9.808742666742315208e+00
9.675109168641137458e+00 8.730292605997945543e+00 9.568585901464127019e+00 5.762313032009446445e+00 9.602308990792444376e+00 9.988482717366848007e+00
9.704062087102931500e+00 9.798943208159045071e+00 9.990129846069045527e+00 8.127196884711056057e+00 9.903054381059938294e+00 9.023182829322539789e+00
9.952799157619816484e+00 8.819393122146156117e+00 9.721272168085096865e+00 9.374974376175618573e+00 6.909406772660392271e+00 7.497094274124614266e+00
9.901847220661625926e+00 8.178241954494211541e+00 7.231841494930881353e+00 9.584017827527802069e+00 8.593683039517941324e+00 8.552782904763038374e+00
9.720105138472703743e+00 9.170743383459861064e+00 7.488994559721501965e+00 9.775106062064665480e+00 9.714226645432594509e+00 7.880618928514016019e+00
9.786692190538138547e+00 8.902095881498603092e+00 7.903575543097570488e+00 9.456507207273986637e+00 7.052216877687246921e+00 8.953553437763901002e+00
9.598499536436033708e+00 8.197139322227199543e+00 8.677794462624536465e+00 7.895514653702801589e+00 8.246981507925173815e+00 9.897860085134549735e+00
9.819940013278600333e+00 9.622142389516582739e+00 9.777095360272440416e+00 9.054544690497545290e+00 9.380216377920083559e+00 7.474816466069013288e+00
8.397237999680315923e+00 9.142480212005734685e+00 9.765601358447796088e+00 8.495750050538248388e+00 9.879479031789241361e+00 9.914472609146471882e+00
9.638748515462298272e+00 9.300608807588712779e+00 9.432439806879751032e+00 9.132810715100113441e+00 9.486347767877711945e+00 7.318024461188975316e+00
9.850420254877152004e+00 8.493350324471114376e+00 8.456955236665873343e+00 8.862596487624038843e+00 8.108765979056148154e+00 7.246368798279046786e+00
9.492796136271891783e+00 8.307836797538227458e+00 8.368394768689720209e+00 8.717376194464492301e+00 9.090021931107859388e+00 9.002188960150030894e+00
9.611047748933781776e+00 9.674369290425548940e+00 7.974276730125059665e+00 9.265357381368033884e+00 5.902124240985657799e+00 9.331010605152171067e+00
9.287840309292199947e+00 8.963639223772011277e+00 7.582301314158939931e+00 8.881895402726692978e+00 7.588229689783807075e+00 9.926413854790288482e+00
9.549564422538413311e+00 9.646438379105653382e+00 8.625600343311914386e+00 9.364284186875359239e+00 7.877853735618427500e+00 6.781677504672166457e+00
9.965664507513167791e+00 9.903023599017876322e+00 7.031233299576536311e+00 9.037813000042195455e+00 7.269730194789360667e+00 5.562941570050868201e+00
9.414716244587321370e+00 9.665201153801719514e+00 5.375208276347345659e+00 9.792080477231849045e+00 9.445254909748094008e+00 8.792999884988796921e+00
9.730942400175640827e+00 9.734251938173805740e+00 7.068601992526923006e+00 9.594825084130322423e+00 6.721093218535570735e+00 9.988616545065248431e+00
9.498099555398399119e+00 9.294900042263227746e+00 6.887274225048268583e+00 9.151588627896320105e+00 9.702074688072004349e+00 9.544005463573192571e+00
9.366192598662657076e+00 9.770263869414881341e+00 9.415255425840991066e+00 9.319748881436970223e+00 6.278951089143451014e+00 7.403864478537400373e+00
9.036757439326031260e+00 9.038252983616480662e+00 8.632489613193284228e+00 5.817499422384924124e+00 9.106488420041646492e+00 8.768611780609543160e+00
9.782178751518021187e+00 9.467209415951582940e+00 8.002009562912711260e+00 7.625264602896936417e+00 7.843287820839463187e+00 8.120534916922515833e+00
8.314619750591482727e+00 9.516214737728759587e+00 9.485450626451779499e+00 9.875333651313843220e+00 9.781823772006866591e+00 9.830075523185961117e+00
9.945423257623865254e+00 9.733606517742231290e+00 9.586579397375825096e+00 8.338967325520680873e+00 9.965776771989897753e+00 9.793257815399869060e+00
9.688947819070241607e+00 9.493976910369195110e+00 9.695400789793239937e+00 7.968601467976434094e+00 9.841025240249770434e+00 8.697279896100646113e+00
9.046909376711846917e+00 8.762677689436564776e+00 9.394629488194290445e+00 8.413822454711151977e+00 8.182021058458609275e+00 9.012904862739098633e+00
8.853073289919507260e+00 9.612994384754742327e+00 6.710728489765929616e+00 7.860312991178273201e+00 8.085860857112690425e+00 8.058808456274586973e+00
9.265694402880528813e+00 9.525300462916323596e+00 8.131109346623114575e+00 9.585582512006883604e+00 8.043221232218439098e+00 7.850115303404048284e+00
9.229284697945002947e+00 9.518950364485059268e+00 8.604538302522596993e+00 9.428800124261199400e+00 9.447963106513990184e+00 7.752588109558982588e+00
9.943274992852547456e+00 9.223895316731983485e+00 9.220988170982391097e+00 8.312774810460929586e+00 8.848709313803091447e+00 7.705386370825054954e+00
9.608743321977053498e+00 9.169212650791154218e+00 7.182702120397472356e+00 9.589824027053838407e+00 8.879303143659267761e+00 7.544312267116658255e+00
9.726091436813527835e+00 8.912825645907245686e+00 9.850687865354737838e+00 9.205142426564265179e+00 7.142318722961652711e+00 5.491715714824157324e+00
8.933591129153723998e+00 9.056963115591116775e+00 9.550997793096769328e+00 9.314101724041309538e+00 5.900790990542256864e+00 6.204043055098836135e+00
8.565385982860609815e+00 9.796963013557974165e+00 7.940399101979989993e+00 8.850098533444331395e+00 7.271145179110839685e+00 9.961885785449705821e+00
8.982178798652661555e+00 8.737239735435569088e+00 7.197136399253705186e+00 6.735105082319768677e+00 6.997979491941810792e+00 9.985562241483627588e+00
9.317159364872324545e+00 8.911125879464314892e+00 7.961088735829970453e+00 9.396651996443431187e+00 8.493461753009754034e+00 9.196406273716176472e+00
9.816655240122999615e+00 9.806447863147344179e+00 6.903840117797700238e+00 9.700234084299717452e+00 8.047884655610754834e+00 8.761342344485745670e+00
9.568178914510163224e+00 9.784041927205480604e+00 6.965544192224191633e+00 9.064697396387126460e+00 8.729084923623261716e+00 8.617406054965996987e+00
9.592182903050501253e+00 9.715327800676654135e+00 8.147773226293660187e+00 9.621017736764159167e+00 5.945921110449554625e+00 9.568015796589810051e+00
9.218605717174245484e+00 9.966038329134885743e+00 6.747526396856342146e+00 8.701959360155495204e+00 9.631602237026056557e+00 9.528771084103871303e+00
9.061991707227432968e+00 9.115572710541620438e+00 9.089480588989580667e+00 9.277133998299692763e+00 8.541901462441620296e+00 9.900940260109592828e+00
9.078318599602676287e+00 9.548029257118038515e+00 9.308797292695693670e+00 6.235914473742449005e+00 7.782562641675599302e+00 9.648414716719701190e+00
8.963300948203379193e+00 7.840412125220988848e+00 8.203262911545122549e+00 6.882755787344218668e+00 9.863316617794012586e+00 9.096044057767521451e+00
8.230284234710762092e+00 9.036438933459612244e+00 6.472828487359500116e+00 7.455662762315919956e+00 7.588620306412417804e+00 8.038821411746695844e+00
8.812993433928745901e+00 9.980885515897981008e+00 6.896531549841935949e+00 8.845996266996603907e+00 6.961956256641072649e+00 7.171304301136608217e+00
9.686866039526803362e+00 9.299451147932796147e+00 6.785916762141265934e+00 9.152465071684733999e+00 8.439182285723793697e+00 8.926751749724955332e+00
9.867031408003674287e+00 8.802587344308580697e+00 6.806576541102953293e+00 9.756742443764357731e+00 7.231994641721839479e+00 9.010688661786218745e+00
8.365616711003124095e+00 9.565690953450555867e+00 9.937006746925021616e+00 9.433988950492452119e+00 8.262649789364408193e+00 8.836357315960892578e+00
9.331636509510538247e+00 9.184726116268311813e+00 9.878831128191222888e+00 9.375537853965743906e+00 6.634029173768103860e+00 7.962668786305520996e+00
9.640860740129124196e+00 9.756016322257419660e+00 9.488173544887098743e+00 8.002081326083347435e+00 6.760511074580687563e+00 9.183335163690770742e+00
9.681145231008409624e+00 9.922798570413833730e+00 9.107169593108963568e+00 8.577250116335880747e+00 8.281873510587795195e+00 8.847986550252347371e+00
9.375580561679035085e+00 9.516280431153804287e+00 9.872987527761855731e+00 4.494028404582238068e+00 9.709992763606635435e+00 9.683761000905201755e+00
9.177970753544220983e+00 9.439279423163588589e+00 9.069720140483749304e+00 9.403751566343464319e+00 9.727104915499477755e+00 8.538044401803070116e+00
9.011457388480856423e+00 8.935807449883858666e+00 9.189872235273972123e+00 9.601277240396267842e+00 9.953809582852642279e+00 8.519225284020842892e+00
8.970726369331767813e+00 9.484195003648091316e+00 7.828345167136225413e+00 9.522873885407250327e+00 8.305520793656386402e+00 8.042094084407441557e+00
8.921729661312054915e+00 7.635881293604200870e+00 8.766763199228936543e+00 8.781669971421404597e+00 9.136034256871388592e+00 9.869250294381487265e+00
8.602453543379452228e+00 9.772365048542514643e+00 7.298354728056923868e+00 9.679186651326221025e+00 7.463879669058391286e+00 8.345762788713177116e+00
8.771236407704456894e+00 8.955520869153501096e+00 7.045852799701571634e+00 7.288822137256952161e+00 8.872594860823582508e+00 9.289245819158931994e+00
9.894606321166962815e+00 9.243929126370302285e+00 5.296822101262822713e+00 8.964082109826630784e+00 7.442254849273196804e+00 9.867494089547031777e+00
9.668200064779991720e+00 8.136716879856535911e+00 5.741387913440675561e+00 8.241801835859632774e+00 8.626004917874452005e+00 7.020523436210168278e+00
9.699990721251687376e+00 9.357246597002188082e+00 7.609160962471426259e+00 9.391528880850209760e+00 9.233905569130939739e+00 6.471537956453055074e+00
9.973435003351909245e+00 9.532355510529217923e+00 9.647848559933304813e+00 9.489245531144097967e+00 8.759047727582185416e+00 6.105828838437328265e+00
8.940692039654665635e+00 7.939775133984549704e+00 9.132442445680977627e+00 9.683944260828681649e+00 4.186885038550517635e+00 7.136442993492242870e+00
9.419413158340875114e+00 8.280490143597290853e+00 9.352155592449852506e+00 7.907886294460963583e+00 5.340956405499117210e+00 7.286861859163111355e+00
9.010751344432110344e+00 9.070657241911042945e+00 9.357186220689598599e+00 8.156478204183699177e+00 4.629078263404352356e+00 8.448682953946430985e+00
7.888736597528562378e+00 9.860500787164030001e+00 9.895399788915204553e+00 9.245188668353627293e+00 7.910315534655708802e+00 9.505552395635312735e+00
7.803584784661369511e+00 9.912137833346269744e+00 9.468124972965171082e+00 9.798916381630311534e+00 8.319184846856961357e+00 8.743349034747303961e+00
9.407451353550378315e+00 7.784151877888611182e+00 9.311137877004416197e+00 9.390515073720724359e+00 5.277653824911627822e+00 8.454169801887438496e+00
8.788785301319341769e+00 9.933819185940519603e+00 9.525153963959320791e+00 9.794726384789353091e+00 8.000816599586318745e+00 7.643171862523401749e+00
9.130240291940326713e+00 9.083820064525902183e+00 7.217698658448959748e+00 9.265078328212934977e+00 7.022613048551150428e+00 8.854495521414609271e+00
8.798327786107414283e+00 9.383348278596422176e+00 9.098257719316757530e+00 9.166156060878130063e+00 5.384290983332671310e+00 9.666430511012023885e+00
8.781546377895271149e+00 9.526905561896171548e+00 9.867191652783024125e+00 9.777427300815228151e+00 8.230792214279096797e+00 9.947801622536239563e+00
9.512695526700458259e+00 8.809089147381911289e+00 7.868492868222299208e+00 9.042819684335658081e+00 7.487126057577405902e+00 8.806232860062085166e+00
9.132129786828629747e+00 9.986399844807721138e+00 9.559181577935007113e+00 9.798266771354597893e+00 7.843193151996035617e+00 9.511159875289266097e+00
9.310114233765048652e+00 9.940019716418344586e+00 9.919585715018815364e+00 8.848549798105553421e+00 8.593444848758347021e+00 7.352064856915429658e+00
9.119242063356868044e+00 9.968200967337638829e+00 9.791552863018855746e+00 9.241560944278338852e+00 9.939783696534775004e+00 8.488122675357708147e+00
9.097236816511767188e+00 8.745843953227590006e+00 9.220267723795013026e+00 9.812029951221186153e+00 8.283013901093664089e+00 5.418958544106992292e+00
9.689185946754355072e+00 9.934682468811315559e+00 9.910826381822616327e+00 9.192633950867639570e+00 8.443568715672380876e+00 8.242687262396245274e+00
9.520783940652345123e+00 9.168090640075405418e+00 8.589897683283126639e+00 8.536530367322587409e+00 8.419454885006231848e+00 8.334062968921125858e+00
9.567739034483896177e+00 8.759161302616806921e+00 9.718037003480652913e+00 7.408881650655066764e+00 7.947547551947472755e+00 8.742845198661067130e+00
9.467989609064762391e+00 9.523114328239557835e+00 9.161738440109605364e+00 8.514067761450647254e+00 7.058375438626743659e+00 9.329577951204367281e+00
9.443100567353820196e+00 9.281043658869739588e+00 9.178774408756495973e+00 9.037475959169105622e+00 5.901726263662654404e+00 8.662042215869254491e+00
9.413793078341109677e+00 8.134457177555292517e+00 8.479509243574879562e+00 7.422305030989734931e+00 9.912729587929840491e+00 9.801460671238979572e+00
9.005579168714580973e+00 7.906746750076952601e+00 8.665937387623589672e+00 8.409314850325936064e+00 5.387873130872019800e+00 9.751958783794282937e+00
8.263500657170952834e+00 8.277882605232260715e+00 9.517908630854661212e+00 7.921666828264148918e+00 7.354525074824025843e+00 9.403833542199693696e+00
9.779821510818750951e+00 9.553121050891098420e+00 9.334600074662274594e+00 7.845824395115712946e+00 9.100789091720233870e+00 9.978716493392422393e+00
9.981822024092970480e+00 9.509084309195261042e+00 8.404140814405018034e+00 7.655011264996995024e+00 7.863837058529282054e+00 8.963296675224029286e+00
9.024359717389822677e+00 9.830272819516618910e+00 8.693335412205104973e+00 9.238811236468036370e+00 7.332100614738992661e+00 8.593847968090281952e+00
9.407977615152404383e+00 8.839996591740199250e+00 8.427185250050996501e+00 7.432210153985856493e+00 8.536776219889592454e+00 8.584685796704906835e+00
9.743630580498333416e+00 8.260277181246623357e+00 9.750926873730900724e+00 9.410688267455412870e+00 7.927365928676663565e+00 7.995030955631448499e+00
9.626002165041988690e+00 9.643478294064003364e+00 8.514137152137514875e+00 9.018359358226462064e+00 9.859126423277325912e+00 9.275622557916092248e+00
9.673741126948085522e+00 9.845567007871670384e+00 9.458099495611902441e+00 8.746012717578134144e+00 7.488551098633162262e+00 9.873139617228735787e+00
9.849162731645405344e+00 9.590440226208704289e+00 9.341197011902467651e+00 8.781426755995111577e+00 8.973232005533807509e+00 7.239104146770461767e+00
8.996499863468034874e+00 9.967800472918797894e+00 9.418978244537878908e+00 9.380478195060488744e+00 8.570769919869508868e+00 6.946293015102018131e+00
9.130651487547819301e+00 9.907006680962901157e+00 7.836057603093975921e+00 8.797390104250835563e+00 6.196714997337751996e+00 7.231568582450956129e+00
9.289918109821840631e+00 9.995441764771761939e+00 9.408238437864849146e+00 9.523058937901250687e+00 5.985320839781643976e+00 7.042803430658913122e+00
9.359453579444199534e+00 9.822435864858158894e+00 9.908848157437065041e+00 9.471678101709189335e+00 7.988944663859852469e+00 7.434018209599662974e+00
9.358443870574808088e+00 9.542626805706198923e+00 9.697286370746020623e+00 8.779099410463206965e+00 6.198236604969649122e+00 8.631027934514028388e+00
9.471406776798497518e+00 9.909847245791992165e+00 8.139704954834105166e+00 8.733655191906027682e+00 9.627140495480240645e+00 8.657465992337069594e+00
8.842265660287793594e+00 9.635350097932910529e+00 9.858992551021545481e+00 9.241730354848115780e+00 7.694113265863619766e+00 9.655936235970964177e+00
9.917718301698206673e+00 9.501730317090355982e+00 9.386331780971616467e+00 9.428120081841541378e+00 8.654826534141990990e+00 9.062355727846691522e+00
9.916757516500764424e+00 9.822795397375802651e+00 8.813772970699993436e+00 8.031809452148165107e+00 9.670876228894135451e+00 8.952804413224066948e+00
9.969863132228006464e+00 9.874456372121215963e+00 8.002861878292472753e+00 9.493336994561191844e+00 9.783968153483458607e+00 9.995468658090473468e+00
9.524705294390503951e+00 9.554777301400241285e+00 9.358908759819488665e+00 9.142523387037789107e+00 5.122975175734452158e+00 8.826345229623456135e+00
9.240849209615777937e+00 9.454028079488203673e+00 9.604925617053837072e+00 7.786885225004725797e+00 5.728450438047259397e+00 8.885805009466528404e+00
9.154112619686562979e+00 9.848118544766334637e+00 9.006084656217401729e+00 8.376564048759185255e+00 9.457719196654608140e+00 8.578374930540894283e+00
8.796853560737416089e+00 9.985271560271840485e+00 7.146982974982472037e+00 8.980846618983527208e+00 7.649944218109997252e+00 8.642741532877154853e+00
9.730071260907152464e+00 9.989109469806521702e+00 6.324124592659134514e+00 6.144158430446752917e+00 6.479132331854433602e+00 8.329037992270727386e+00
9.749198763635533282e+00 9.903575181504850278e+00 6.357077791914799825e+00 8.044967024999465366e+00 7.795881979839782261e+00 8.878730492761436111e+00
7.896142273830708547e+00 9.936143940615705716e+00 9.772712965746762848e+00 9.155400636502893263e+00 8.198799558352753536e+00 6.863957779109354895e+00
8.098000893987800097e+00 9.725261210028293135e+00 9.167672740704007950e+00 8.170435791859381069e+00 6.507864977355410474e+00 7.478315613148278196e+00
8.830806389206944829e+00 9.642725794728978173e+00 8.644151544579933955e+00 9.108364893045635569e+00 7.569541931292106618e+00 9.099947477616293412e+00
7.834757515140630346e+00 8.912395886045636928e+00 9.818080650470182746e+00 8.706060555016945202e+00 9.337512956287127963e+00 9.682782779536136530e+00
9.738904582512635244e+00 8.458409946777532440e+00 9.223033461765096419e+00 9.526613398619316442e+00 5.410605780065873560e+00 6.303074566138628043e+00
9.912990119963181357e+00 9.375975889638171523e+00 9.537156840334743535e+00 9.652241518118849228e+00 6.703382133639754770e+00 9.852138198052937668e+00
9.799818433789518224e+00 8.737788253028625718e+00 9.404749375291306279e+00 8.837351068324700520e+00 8.216051752944384390e+00 9.134343053920520816e+00
9.581304179237342566e+00 9.581482893699744707e+00 8.948457159574591202e+00 6.790762533508711840e+00 7.917433428786669225e+00 6.830464384892977137e+00
9.793302814370337117e+00 9.572710139556148690e+00 8.616232571641928573e+00 7.105203598932664733e+00 6.367686234327608830e+00 6.293888226593304935e+00
9.931184003306908537e+00 9.632383263825603947e+00 8.709305937974209044e+00 9.477678152163722558e+00 8.765245742719585564e+00 9.337889870440006845e+00
9.064848241335667467e+00 9.831796362546532109e+00 8.810680138743734346e+00 9.349881558262838510e+00 8.930656587645405153e+00 6.040172994230093018e+00
9.368420885856705738e+00 9.907271999536988005e+00 9.375485579898571231e+00 9.329888180572471157e+00 6.205643618459721900e+00 6.654951221803402817e+00
9.400891464434575795e+00 9.881572720413599242e+00 8.221383105392170876e+00 8.630520255494094073e+00 7.843222017721661388e+00 7.391154422824100401e+00
9.063909132506058342e+00 9.388437824719005675e+00 7.918639115365236236e+00 8.881398306558436317e+00 8.528804894479307563e+00 9.253058919312341146e+00
9.304382862286443512e+00 9.959383293698349959e+00 6.543185760552638008e+00 7.027997667666607384e+00 7.860916500848596833e+00 7.844624862615948047e+00
9.505198008193804782e+00 9.286256327146016787e+00 8.854898450498030371e+00 9.700628723654634911e+00 8.740428056740569218e+00 8.560255234529138946e+00
9.805617967887744868e+00 8.392684909669512194e+00 9.099275978282252098e+00 8.558556088161816788e+00 8.551244586038169615e+00 9.456637692193526235e+00
8.988345411739370405e+00 9.883864370076096861e+00 7.570801507682285880e+00 8.803806952743617131e+00 8.547381795394811022e+00 9.131847791850550067e+00
9.173690835195291271e+00 9.913476031198966254e+00 9.082714996629722037e+00 7.937923388189547680e+00 9.381522800031367737e+00 8.674639539435265334e+00
