word.concentration.1	word.concentration.2	word.concentration.3	word.concentration.4	word.concentration.5	word.concentration.6	
9.161093140659684053e+00 8.614854462555388892e+00 9.721087605196437664e+00 8.618265462736101057e+00 3.530466814184149538e+00 9.346160913637794110e+00
7.866511543962706909e+00 9.155591006293564149e+00 9.871323405243842330e+00 8.358736183159422239e+00 5.365256620677385513e+00 9.167848034923411049e+00
7.052509079282945237e+00 9.557297805170920313e+00 8.811798802989221358e+00 8.202725485349059653e+00 7.524392820250024094e+00 8.933565017744907522e+00
9.390122006851786551e+00 9.752414217321424772e+00 9.342381322894688367e+00 9.495837307018202722e+00 7.970790209628043854e+00 6.772677632462630548e+00
8.745572948611314956e+00 9.353335528057085568e+00 8.924328984586539448e+00 9.214788132908205753e+00 7.667360521849927224e+00 9.657314369671686549e+00
9.362338385707241528e+00 8.612153060852248743e+00 9.173762030154490432e+00 7.248895562412021043e+00 6.431589546150005887e+00 9.380842266327263701e+00
9.083869784592026875e+00 9.070579296301710670e+00 8.293897714928677445e+00 7.703904581434915855e+00 6.328091807689125048e+00 9.497764880376674768e+00
9.226643470223235610e+00 8.614028729030616560e+00 7.496816869019177432e+00 9.892274797612879311e+00 7.178032478279845030e+00 8.951648401829075397e+00
9.332950425013411433e+00 6.921943100806156934e+00 7.376920923699930910e+00 9.878533215204294393e+00 6.836409687181473238e+00 9.033595036817517965e+00
9.528276854104655413e+00 9.451764739118409864e+00 7.743259675641443351e+00 6.996445867022527132e+00 7.369399851671805557e+00 9.224547728525362089e+00
9.764930777150913954e+00 9.557030560204292868e+00 7.820757866617341847e+00 7.092595041432954162e+00 9.154746323441075972e+00 8.762624624303587240e+00
9.500573610341030317e+00 9.228919756233150196e+00 8.839863870277197222e+00 9.414991160553350724e+00 8.539807929560360833e+00 8.953505475998472463e+00
9.732581129484431770e+00 9.678646849079543202e+00 6.493890931835871072e+00 8.660952091373175676e+00 8.701684488802502671e+00 7.058032478472382465e+00
9.791408549851167820e+00 9.656901442353223786e+00 9.607908993215763971e+00 9.738001246877207251e+00 8.624953314994243669e+00 7.795633421173319810e+00
9.695914262476213352e+00 9.743103715011262267e+00 6.900633138743365258e+00 8.114574260568186759e+00 6.691256185813087676e+00 8.054968434918730935e+00
9.143569188180100227e+00 9.820737396064796343e+00 7.418596572458034721e+00 7.619574952402825119e+00 9.746177405441315500e+00 9.699220468414143426e+00
9.479427896670136633e+00 9.812794265042642294e+00 9.692323701499850230e+00 7.756056281112737594e+00 8.247943194247307375e+00 7.186945749380951654e+00
9.396242296501421620e+00 9.718800076832698309e+00 9.871309641625231279e+00 8.336966928916213604e+00 8.039954585392173669e+00 7.339929253468962855e+00
7.889221864844807364e+00 9.308365158386301630e+00 8.672167652115620129e+00 8.244555771732834160e+00 8.885707056192632791e+00 8.987089527132821942e+00
7.977657135897167073e+00 9.973512963527104702e+00 9.583527462264804342e+00 8.704274608904896127e+00 9.208198842725217048e+00 9.769272100074735121e+00
9.504083971382744522e+00 9.948450030170338465e+00 7.711263965259351316e+00 9.009664306978233839e+00 6.877266112136707576e+00 9.821642725374811533e+00
9.555973907740577644e+00 9.772491447652022600e+00 9.926420962072178611e+00 8.658755565647982877e+00 7.327412415674616319e+00 9.073419198212789638e+00
9.719276851920174209e+00 9.764507502117059090e+00 9.166695363569477450e+00 8.432582041599019362e+00 7.883999794260580174e+00 8.958394766910883433e+00
9.582559507775362917e+00 9.465096340702979560e+00 7.956287173791222855e+00 9.301041769920738389e+00 7.707360331568043676e+00 8.833117900486726626e+00
9.777933209433090411e+00 9.314158801349689654e+00 9.791929835717802177e+00 8.972226548334869989e+00 9.712607308969690934e+00 8.299276502860477578e+00
9.750309148931357583e+00 9.627399963788091597e+00 9.622554314376223772e+00 6.793617168074014501e+00 7.525157476919861921e+00 8.340252513828081860e+00
9.930712958509181121e+00 9.228359913814648152e+00 9.793985294377959505e+00 9.216376457806745748e+00 6.194993186385392647e+00 7.278762971853452335e+00
9.596168476073106746e+00 8.459266664197334862e+00 7.429955161336515346e+00 8.236987428304239245e+00 9.610407140905905976e+00 8.203156224944944341e+00
9.768835186897455003e+00 8.523159680998404042e+00 9.932115208022638697e+00 8.512315185007240714e+00 8.685034467268964775e+00 6.131835230970943407e+00
9.541401657952276238e+00 8.687888972451791147e+00 9.028721355643195778e+00 8.719943638523032448e+00 5.704417268510021621e+00 7.335501606782246498e+00
9.876731316976240294e+00 9.802406073584387869e+00 8.822257832120529386e+00 9.219013675549380338e+00 8.283272450752207305e+00 8.001448984133837428e+00
9.531529349320333466e+00 9.139172938424547254e+00 9.315464639311056061e+00 8.081436245790182937e+00 6.083378403843868298e+00 8.497826986578100872e+00
9.882161741446530812e+00 9.692494594024337218e+00 6.726127090726532920e+00 9.751944871169786921e+00 5.897514410659831618e+00 9.502344460980809870e+00
9.872886994459598498e+00 9.828084298878637881e+00 9.751414955915723937e+00 8.821797128358740636e+00 5.764228571728342132e+00 7.847194372911037163e+00
9.607195575233754781e+00 9.500319416897649916e+00 9.304425549597359790e+00 8.107079735695235101e+00 7.072709289460028081e+00 9.073258363020167749e+00
9.984707421272718264e+00 9.245564601514191239e+00 9.499923728784262167e+00 7.150096843873019914e+00 8.488701074468178120e+00 9.542210108743912400e+00
9.630870760391726293e+00 8.249563860950759775e+00 8.059629451604457984e+00 7.688479936725224562e+00 8.340121096674261381e+00 7.905935393407910183e+00
8.296602055435839063e+00 8.599222778484460150e+00 9.493369630463453390e+00 8.616946566849652100e+00 7.834928423422942600e+00 6.273062242924954290e+00
8.210050768464483895e+00 9.625322616562101530e+00 7.163030148315397305e+00 9.847133323065923705e+00 8.738145450078359744e+00 7.175454952900995664e+00
9.629220777401812370e+00 9.670883335633451594e+00 6.968444250619598712e+00 7.912520436102189691e+00 7.584030184608173464e+00 8.884136322824250698e+00
9.384565808880786619e+00 9.239224520012369268e+00 9.481389447372112755e+00 8.418141375573208407e+00 3.897880965610346138e+00 9.952952084229492513e+00
9.989247007758795149e+00 8.247421714213519550e+00 9.121637251155313209e+00 7.377674455752538663e+00 8.921057586093963820e+00 9.983027923612139531e+00
9.917939989429084946e+00 8.197586197633082605e+00 9.114850624442498273e+00 8.377131466302303764e+00 9.061115791501165972e+00 9.615488155710627538e+00
9.679139684377934927e+00 9.951893138249312543e+00 9.710207145111199978e+00 8.764060076320543402e+00 8.557672329943907030e+00 7.973398746857924380e+00
9.518919904952365840e+00 9.961482929071031833e+00 9.742090255221995676e+00 9.904155927062987530e+00 7.618763652841211709e+00 8.718388312282405295e+00
9.882517089479161854e+00 9.905838908298830958e+00 8.359365602052116984e+00 9.898593351641153504e+00 5.390862511106488952e+00 9.787602284530681374e+00
9.958573947838063489e+00 9.702898985871872384e+00 7.014481386520507122e+00 8.166569276201583349e+00 9.318466714287703567e+00 7.532759234145455451e+00
9.988748610544707418e+00 9.010211516523929376e+00 8.110204224082593782e+00 9.506649231532765754e+00 6.246416501588176295e+00 7.430072080300369031e+00
9.824574942837331903e+00 9.921364865973508529e+00 9.981320157380459079e+00 8.621931779519373507e+00 6.838822024905890196e+00 8.674264924890291439e+00
9.958194886758407804e+00 9.548879188881274516e+00 8.888699182748979410e+00 9.625647138787510215e+00 4.971494059935960941e+00 7.842377037908219606e+00
9.665929220092866814e+00 9.391936898058780514e+00 7.815161930939948043e+00 8.699329270906797973e+00 9.913049710806090431e+00 9.593344699480734761e+00
9.722224053998015592e+00 9.839158174413469737e+00 8.398899612399546299e+00 9.375558650506805591e+00 8.875354658457260015e+00 8.904594648357766928e+00
9.807837699323634695e+00 9.947906787314055421e+00 8.833977115964682270e+00 9.825919278813623592e+00 9.034109392466778132e+00 6.763685822781852153e+00
9.791041058935507024e+00 8.597227150787457362e+00 7.076652357623651746e+00 8.315581375785610518e+00 7.433933780355372889e+00 6.986188314547718825e+00
7.742483140120588914e+00 7.166951117087742240e+00 7.550077825713215063e+00 9.423967861587481565e+00 9.419787629549224661e+00 6.926124242003679932e+00
7.843462515043289507e+00 8.729852967590005619e+00 6.326719375547354751e+00 7.031511482419745995e+00 4.581232008373659070e+00 6.819778193554377310e+00
9.456546071762121031e+00 8.830899516154111950e+00 6.987445352741996629e+00 8.901516571721286297e+00 6.494980023127594038e+00 8.668061721036570688e+00
9.668826406125539563e+00 9.528638049970030721e+00 8.890697555563651377e+00 9.623083547850630026e+00 6.262751660987357916e+00 6.503435455797557552e+00
9.741027855873756636e+00 9.262715336764431484e+00 6.562016953217606918e+00 9.295997072417735652e+00 7.688643604026193401e+00 8.423505612114773555e+00
9.972739091917402376e+00 9.802268796804733952e+00 5.129173842121493188e+00 8.576008484207697791e+00 8.438814987492509800e+00 8.109076308187738391e+00
9.975053593670354601e+00 8.556812804584131626e+00 6.037775354885166479e+00 9.566148928713325006e+00 6.499308962165021519e+00 8.478186935440533034e+00
9.529414392622495455e+00 9.735204713068412730e+00 7.214176292592078710e+00 8.312076489650344513e+00 7.107341288317946315e+00 7.214353423877385652e+00
9.584151551087826348e+00 9.482762681267578486e+00 7.403185787518809846e+00 8.060490097230919915e+00 5.827170822820064267e+00 9.637696963391576332e+00
9.500222580171705289e+00 8.116528304028129526e+00 6.441691262867837331e+00 7.666098252035589589e+00 6.344549876011871703e+00 9.790295733475844031e+00
9.961954563801031171e+00 9.921469867520968933e+00 7.776945235795763800e+00 9.306052332782746461e+00 8.475558844137223602e+00 9.669535122183479103e+00
9.918167855170784364e+00 9.891152334505099120e+00 9.604219538795627287e+00 9.732803019595344551e+00 9.569651499847170228e+00 9.298230520709818592e+00
9.753206893842458314e+00 9.478930232714358084e+00 9.143647194131768074e+00 8.884240170226028965e+00 7.479181233542584906e+00 7.841907263893550528e+00
9.916910346187931324e+00 9.911924966079167731e+00 8.627548779729144357e+00 7.852486647524050234e+00 5.651596315311564922e+00 8.024654335681480788e+00
8.961281744445507513e+00 9.803800337597374792e+00 8.405164655995754686e+00 9.362333889182998803e+00 6.596706492898144703e+00 6.760837887825118742e+00
9.473409197564720330e+00 9.774759907273585569e+00 9.660481995863621663e+00 7.263451667649103882e+00 8.720481991618008522e+00 7.712940240841845707e+00
9.508051348625789601e+00 9.527843908036377485e+00 8.574257024402719196e+00 9.149762185890690347e+00 6.294138342264306907e+00 8.819918471109238212e+00
8.588325671595473665e+00 9.693964633460566915e+00 7.252803345171653149e+00 9.602291135514676057e+00 6.076405424156034130e+00 9.850473255221301017e+00
8.280749472711665504e+00 9.148863821028086818e+00 9.561755061757930108e+00 9.862354858483300291e+00 9.177246551115313622e+00 9.430055912590756151e+00
9.296328457505335763e+00 8.977888802508829258e+00 9.647679208345525836e+00 8.353550908452247015e+00 7.239120792710870056e+00 8.927053577221773395e+00
9.537718864513525574e+00 9.131042962176083577e+00 7.365177840876575566e+00 8.283710118806490996e+00 9.705339603199801601e+00 8.112336757701147150e+00
9.898056553128785851e+00 9.720424584225337838e+00 9.282419847362440635e+00 9.455717451065559942e+00 9.962165176961168100e+00 8.890810524931000103e+00
9.345964759192533222e+00 9.681343217438627136e+00 7.723497493795441038e+00 8.818966196789109091e+00 7.568918134942630438e+00 9.493855556443664412e+00
9.172291516065735451e+00 9.677888005729865739e+00 8.393945099716855651e+00 9.201519920027040556e+00 8.467295975548235987e+00 9.773060515430843864e+00
9.140909531537465327e+00 9.869899045633424350e+00 8.093247523605874960e+00 7.440814996638456691e+00 7.282959076253168185e+00 9.852129891502567460e+00
9.038674025943448598e+00 8.266125692865934127e+00 6.556919739361910082e+00 9.127139132680900602e+00 6.339353747099787384e+00 9.409598530611459566e+00
9.795846219069392902e+00 8.389848485686499657e+00 7.929737732765351765e+00 8.524109692912359648e+00 6.878643979950257226e+00 7.383673719736267849e+00
9.816829581068063248e+00 8.284703306333451422e+00 7.603804834125964973e+00 8.944965469361552124e+00 8.880289697458678688e+00 6.325751649511635044e+00
8.924739269059358548e+00 9.931013251547964771e+00 9.656898147860303538e+00 9.548878022763110707e+00 7.472012550876538484e+00 7.716394760262958563e+00
9.991313932490992755e+00 9.993460993422848659e+00 7.993849239766369408e+00 7.656581396780538284e+00 8.412519964516937065e+00 8.588832861997783397e+00
9.424164641765811368e+00 8.451812713292747858e+00 9.874569246938982303e+00 6.863463482340907973e+00 9.541602012782380626e+00 8.369230416771815229e+00
9.520558831166137992e+00 8.481152523631152462e+00 8.985062462797746008e+00 8.848364543643624458e+00 8.704880305997003020e+00 7.171051017203853739e+00
9.181185072109508738e+00 8.974763488472522255e+00 8.472129482804078293e+00 7.792826923525257854e+00 8.119539803652568111e+00 8.893652333275493760e+00
8.819764101566354597e+00 7.614033863958642456e+00 9.009699585032716840e+00 8.594053034070777031e+00 8.221205693432258599e+00 6.945205436711005653e+00
9.516399789980571455e+00 8.839244522294663398e+00 8.700052543227807078e+00 5.322683326063224030e+00 7.561679955447555557e+00 6.706679623479088193e+00
8.998936024260837385e+00 8.706785936224658684e+00 9.851990912812556900e+00 7.887998468759853665e+00 6.932426113603839646e+00 9.710764901799260329e+00
9.727925434242857605e+00 7.930982491417625013e+00 9.432176100350234904e+00 6.914696961672610165e+00 8.339420366882974278e+00 8.873832830385573800e+00
8.338620033691979572e+00 8.297225759145096191e+00 7.487876187870607936e+00 7.668951746048886520e+00 9.991443656062754641e+00 8.529600046410600100e+00
9.517396326649610216e+00 8.730239591463050175e+00 7.846053025499450051e+00 8.818107098056101378e+00 7.579339976596036088e+00 9.799285735322143864e+00
9.662765459723551942e+00 9.549389176734969453e+00 9.878641648919357365e+00 6.939385187843368996e+00 9.893641011094825188e+00 9.419084970344270502e+00
9.684757794961692312e+00 9.813385786631233287e+00 9.354385051613919089e+00 8.387669198015103689e+00 8.840721676771275739e+00 9.101075051381133818e+00
8.956596951181886368e+00 8.298272926704967745e+00 8.763816994972906116e+00 8.332263842088142525e+00 8.436709569515272733e+00 8.920328120406344041e+00
8.803720840830322913e+00 8.117325392656097094e+00 9.922344093830396616e+00 8.772336500782222046e+00 6.414577770947014201e+00 9.772444037310190623e+00
8.523935471028762478e+00 8.272865507317346712e+00 9.623898185710693554e+00 9.108749946285696453e+00 6.015455002070289048e+00 9.473650297019258204e+00
8.856580093724968350e+00 8.738301751460204159e+00 6.235695960993982823e+00 8.355212117050831111e+00 6.751609019373541187e+00 8.798465189452231883e+00
9.457957466353366982e+00 9.524968293741862269e+00 7.533594736921071622e+00 8.863269682157046248e+00 6.791360766899614987e+00 8.829725723077785915e+00
8.849488026391743034e+00 9.646641476164777629e+00 7.166472137271325593e+00 8.502569301500724208e+00 8.518382471479503337e+00 7.039422652055060681e+00
8.865517351171487093e+00 8.647353268102323298e+00 6.868332927141640454e+00 9.936725130403150530e+00 5.926909519757872502e+00 9.920286092761077867e+00
7.440242794361695999e+00 8.968067986006641235e+00 6.990471176505812068e+00 9.042075431424052567e+00 9.367778127715487457e+00 9.975857059446607167e+00
8.356559119475141628e+00 9.026195295514131800e+00 6.730689121803144381e+00 9.390048720137823324e+00 7.705120820008716898e+00 9.518873578667527369e+00
8.862705378566376524e+00 9.238542735538194606e+00 7.294836264943587167e+00 9.492139298719266094e+00 7.615629079387897349e+00 7.270517675688705772e+00
9.857920292711293442e+00 9.886919475379647437e+00 9.275465503611929563e+00 8.236707397124323649e+00 8.526116964596532455e+00 8.219968024082605851e+00
9.763592877415494087e+00 8.134612045390696267e+00 8.285724802756496032e+00 6.929772298201078762e+00 9.196143536823804254e+00 8.718186563232068309e+00
9.683116650230227052e+00 8.814704463386805244e+00 6.816894200726592246e+00 9.104277655603658204e+00 7.459401262688206025e+00 8.836347010858922602e+00
9.891376260339708182e+00 9.542576274184867202e+00 7.986353639649421687e+00 8.922701766125683775e+00 7.277358180475350657e+00 7.071597122255559142e+00
9.559817244081388665e+00 9.979286356736487562e+00 4.908932421829135251e+00 9.179998020573986395e+00 7.709881079913760260e+00 5.924188141083429393e+00
8.808189199008298331e+00 9.947526282665119624e+00 9.091532984429349540e+00 8.777723454239133360e+00 9.510305983662396656e+00 8.476544137695663395e+00
9.135483891552105717e+00 9.188688991975144660e+00 9.930671268983179090e+00 9.421455291256977560e+00 8.553706190035681445e+00 8.023398987390283565e+00
9.701502389508615209e+00 9.679684847667973102e+00 9.878286844342436979e+00 9.752217088547073587e+00 8.813375563680446945e+00 9.435217714927798482e+00
8.969336964207625940e+00 9.298654407107836306e+00 8.368016094121426107e+00 7.192496023927750670e+00 5.495392502056711592e+00 9.737666136939203909e+00
8.542434592167822416e+00 9.530254510172904148e+00 9.991654773486173369e+00 8.676719358178592856e+00 5.481595970751623526e+00 9.020942530869900722e+00
9.460302738039288784e+00 9.868361146939662376e+00 9.470966100853054570e+00 8.499996902541440136e+00 7.808020512975762273e+00 7.856284771831021807e+00
8.813219269250357257e+00 9.391779941204212889e+00 8.981656740316424248e+00 9.785004150347486274e+00 9.854534909577138180e+00 8.417340873794314504e+00
9.876034615613139778e+00 9.778225597544439651e+00 7.979416711805413343e+00 7.948825922868053340e+00 9.966401330769905087e+00 8.286940448052652286e+00
9.953600493876804123e+00 9.135109598450844359e+00 9.654424683266967122e+00 7.536425674961260590e+00 5.991294932687076802e+00 8.218900244584364856e+00
9.729801619051093198e+00 9.814281115867082406e+00 8.877872403035389937e+00 7.237268633740317370e+00 6.718782683185791527e+00 9.972201575866337819e+00
9.468575301765307373e+00 9.284270037706974676e+00 9.993860847760871025e+00 9.303708793883949113e+00 7.976884093790243213e+00 7.901613855191757629e+00
9.999740228728370539e+00 9.908063856527041580e+00 8.322655875277705562e+00 9.324472967514125799e+00 8.763750601849494615e+00 9.469867370528895378e+00
9.896040179025449746e+00 9.718322127917703668e+00 9.101069548755111427e+00 9.985274415582479079e+00 7.492642640408157639e+00 7.047875328269015860e+00
9.846014887526212789e+00 8.096854041307020466e+00 8.103327607088669282e+00 5.806125365101562075e+00 5.746815074996657557e+00 6.249996893567483447e+00
9.503793423124545114e+00 9.317731711036605802e+00 8.509930545995654683e+00 8.942002408404274405e+00 8.584040547840404045e+00 7.390929937915912795e+00
9.884998077694774565e+00 9.967154376511713210e+00 8.195062254510869337e+00 9.743199850069885315e+00 6.440245075083137927e+00 6.456404149227827460e+00
9.384075193977956530e+00 9.370824034180721185e+00 9.182832143990649953e+00 7.757595777852661634e+00 8.349210329042151102e+00 8.723673689607638337e+00
9.091301771952540633e+00 9.446107301731771599e+00 9.051189595959122869e+00 9.782668279388055055e+00 9.642945537566872005e+00 6.352389693300465545e+00
9.647678817177657962e+00 9.150474845750647290e+00 9.489975455440207597e+00 8.480629792801636313e+00 9.276558659436890508e+00 9.639616334304413670e+00
9.474651202959165630e+00 8.941053163157823391e+00 9.381296102442750140e+00 9.754932228194094890e+00 6.935174658236250345e+00 9.695908571626095096e+00
9.149253167291503175e+00 9.552980000286858342e+00 9.797806781396307230e+00 9.248929091664408020e+00 9.749797538253783813e+00 9.691059313269306585e+00
8.349265993111790962e+00 9.777596622887584132e+00 8.712699258272360581e+00 8.475119900108845528e+00 6.883303023287025368e+00 7.694996252582408047e+00
8.889945769068319237e+00 9.292681680078970885e+00 8.673081945355963995e+00 9.106270272046730341e+00 7.927225737375093395e+00 7.010149021983137274e+00
7.645987414632943846e+00 9.248854535052755566e+00 9.734650119706319771e+00 7.396471022657200578e+00 7.806152136713597756e+00 8.248503742530175487e+00
8.159982990879814935e+00 9.057677443438752363e+00 7.737936743657688687e+00 7.090438777759982436e+00 8.295924858177173178e+00 8.170971515782754935e+00
8.884783215616412377e+00 8.455183179751159628e+00 5.813847030377297997e+00 6.289512763047856225e+00 7.798746110886929372e+00 9.014261972361568453e+00
9.148996829615853699e+00 8.235613374079939319e+00 5.227228042536260944e+00 9.591538411877854386e+00 8.245387501413059539e+00 8.603818990934133382e+00
